;university_name;long;lat;periode;effectif
746;Ruhr University Bochum;7.26167;51.4439;1971-2001;1
747;Russian Presidential Academy of National Economy and Public Administration;37.4794;55.6672;1971-2001;1
748;Rutgers University;-74.4481;40.5017;1901-1921;1
749;Rutgers University;-74.4481;40.5017;1921-1941;1
750;Rutgers University;-74.4481;40.5017;1941-1951;2
751;Rutgers University;-74.4481;40.5017;1961-1971;1
752;SGH Warsaw School of Economics;21.0089;52.2089;1951-1961;2
753;Saarland University;7.04167;49.2556;1921-1941;2
754;Saarland University;7.04167;49.2556;1941-1951;1
755;Saint Gabriel's College;100.506;13.7758;1941-1951;1
756;Saint Louis University;-90.2339;38.6365;1941-1951;1
757;Saint Petersburg State University;30.299;59.942;1861-1901;3
758;Saint Petersburg State University;30.299;59.942;1901-1921;2
759;Saint Petersburg State University;30.299;59.942;1921-1941;1
760;Saint Petersburg State University;30.299;59.942;1961-1971;1
761;Saint Petersburg State University of Economics;30.3264;59.9313;1961-1971;1
762;San Diego State University;-117.072;32.7753;1961-1971;1
763;Sant'Anna School of Advanced Studies;10.4029;43.7203;1961-1971;1
764;Santa Clara University;-121.938;37.3492;1921-1941;1
765;Sapienza University of Rome;12.5158;41.9033;1861-1901;1
766;Sapienza University of Rome;12.5158;41.9033;1901-1921;1
767;Sapienza University of Rome;12.5158;41.9033;1921-1941;4
768;Sapienza University of Rome;12.5158;41.9033;1941-1951;3
769;Sapienza University of Rome;12.5158;41.9033;1951-1961;3
770;Sapienza University of Rome;12.5158;41.9033;1961-1971;1
771;Sarah Lawrence College;-73.845;40.935;1921-1941;1
772;School for Advanced Studies in the Social Sciences;2.32676;48.8502;1971-2001;2
773;Sciences Po;2.32847;48.8542;1941-1951;3
774;Sciences Po;2.32847;48.8542;1951-1961;1
775;Sciences Po;2.32847;48.8542;1971-2001;1
776;Scotch College, Melbourne;145.029;-37.8342;1941-1951;1
777;Seoul National University;126.952;37.46;1921-1941;2
778;Seoul National University;126.952;37.46;1941-1951;2
779;Seoul National University;126.952;37.46;1951-1961;2
780;Seoul National University;126.952;37.46;1961-1971;1
781;Shanghai Jiao Tong University;121.43;31.2008;1921-1941;1
782;Shanghai Jiao Tong University;121.43;31.2008;1951-1961;1
783;Sharif University of Technology;51.3514;35.7018;1951-1961;1
784;Sialkot;74.5311;32.4925;1921-1941;1
785;Sidi Mohamed Ben Abdellah University;-4.98056;34.0333;1961-1971;1
786;Silliman University;123.307;9.31278;1921-1941;2
787;Simon Fraser University;-122.916;49.2789;1961-1971;1
788;Slippery Rock University of Pennsylvania;-80.043;41.062;1951-1961;1
789;Sofia University;23.335;42.6936;1861-1901;1
790;Sofia University;23.335;42.6936;1941-1951;1
791;Sokoine University of Agriculture;37.6572;-6.85139;1941-1951;1
792;Somerville College, Oxford;-1.26227;51.759;1921-1941;1
793;Somerville College, Oxford;-1.26227;51.759;1941-1951;1
794;Somerville College, Oxford;-1.26227;51.759;1961-1971;1
795;Sophia University;139.732;35.6842;1951-1961;1
796;Sorbonne;2.34333;48.8486;1971-2001;1
797;Sorbonne University;2.34056;48.8511;1771-1861;1
798;Sorbonne University;2.34056;48.8511;1901-1921;1
799;South Dakota State University;-96.7833;44.3181;1901-1921;1
800;Ss. Cyril and Methodius University of Skopje;21.4434;42.0004;1951-1961;2
801;Ss. Cyril and Methodius University of Skopje;21.4434;42.0004;1961-1971;1
802;Ss. Cyril and Methodius University of Skopje;21.4434;42.0004;1971-2001;1
803;St Antony's College, Oxford;-1.2629;51.7631;1941-1951;1
804;St Antony's College, Oxford;-1.2629;51.7631;1951-1961;1
805;St Antony's College, Oxford;-1.2629;51.7631;1961-1971;1
806;St Catherine's College, Oxford;-1.2451;51.7571;1951-1961;2
807;St Cross College, Oxford;-1.26031;51.7565;1971-2001;1
808;St Hilda's College, Oxford;-1.24533;51.7492;1951-1961;1
809;St John's College, Cambridge;0.116667;52.2081;1921-1941;3
810;St John's College, Cambridge;0.116667;52.2081;1941-1951;1
811;St John's College, Oxford;-1.25861;51.7561;1921-1941;1
812;St John's College, Oxford;-1.25861;51.7561;1951-1961;1
813;St John's College, Oxford;-1.25861;51.7561;1961-1971;2
814;St Joseph's College, Darjeeling;88.2507;27.0593;1961-1971;1
815;St Peter's College, Oxford;-1.26072;51.7528;1971-2001;1
816;St. Edward's University;-97.75;30.2333;1951-1961;2
817;St. George's School of Montreal;-73.5968;45.494;1961-1971;1
818;St. Joseph's College, Bangalore;77.5964;12.9629;1951-1961;1
819;St. Mary's University, Texas;-98.5623;29.4531;1921-1941;1
820;St. Norbert College;-88.0685;44.4453;1941-1951;1
821;St. Paul's School, Darjeeling;88.2633;27.0325;1921-1941;1
822;Stanford Graduate School of Business;-122.161;37.428;1961-1971;1
823;Stanford University;-122.169;37.4282;1901-1921;3
824;Stanford University;-122.169;37.4282;1921-1941;14
825;Stanford University;-122.169;37.4282;1941-1951;17
826;Stanford University;-122.169;37.4282;1951-1961;11
827;Stanford University;-122.169;37.4282;1961-1971;5
828;Stanford University;-122.169;37.4282;1971-2001;3
829;Stellenbosch University;18.8647;-33.9301;1971-2001;1
830;Stevens Institute of Technology;-74.0239;40.7449;1771-1861;1
831;Stevens Institute of Technology;-74.0239;40.7449;1921-1941;2
832;Stockholm School of Economics;18.0572;59.3417;1861-1901;1
833;Stockholm School of Economics;18.0572;59.3417;1901-1921;1
834;Stockholm School of Economics;18.0572;59.3417;1951-1961;2
835;Stockholm University;18.0583;59.3653;1861-1901;2
836;Stockholm University;18.0583;59.3653;1901-1921;3
837;Stockholm University;18.0583;59.3653;1941-1951;2
838;Stockholm University;18.0583;59.3653;1961-1971;2
839;Stony Brook University;-73.124;40.915;1951-1961;1
840;Stuyvesant High School;-74.0138;40.7179;1921-1941;1
841;Stuyvesant High School;-74.0138;40.7179;1941-1951;1
842;Surendranath College;88.3673;22.5707;1921-1941;1
843;Swansea University;-3.98056;51.6097;1941-1951;1
844;Swarthmore College;-75.3539;39.905;1921-1941;4
845;Swarthmore College;-75.3539;39.905;1941-1951;7
846;Swarthmore College;-75.3539;39.905;1951-1961;6
847;Swedish University of Agricultural Sciences;17.663;59.815;1941-1951;1
848;Sylhet Government Pilot High School;91.8713;24.8887;1921-1941;1
849;Syracuse University;-76.134;43.0376;1921-1941;2
850;Syracuse University;-76.134;43.0376;1941-1951;1
851;Süleyman Demirel University;30.529;37.829;1971-2001;1
852;Tallinn;24.7453;59.4372;1901-1921;1
853;Taras Shevchenko National University of Kyiv;30.5113;50.4419;1951-1961;1
854;Taras Shevchenko National University of Kyiv;30.5113;50.4419;1961-1971;1
855;Tarbiat Modares University;51.3819;35.7214;1951-1961;1
856;Tbilisi State University;44.7783;41.71;1961-1971;2
857;Technical University of Berlin;13.3264;52.5119;1961-1971;2
858;Technical University of Lisbon;-9.15889;38.7525;1921-1941;1
859;Technical University of Lisbon;-9.15889;38.7525;1941-1951;2
860;Technical University of Lisbon;-9.15889;38.7525;1951-1961;3
861;Technical University of Lisbon;-9.15889;38.7525;1961-1971;2
862;Technical University of Madrid;-3.7281;40.4492;1941-1951;1
863;Technical University of Madrid;-3.7281;40.4492;1951-1961;1
864;Tel Aviv University;34.8014;32.1118;1941-1951;1
865;Tel Aviv University;34.8014;32.1118;1951-1961;1
866;Tel Aviv University;34.8014;32.1118;1961-1971;3
867;Temple University;-75.1544;39.9814;1921-1941;1
868;Temple University;-75.1544;39.9814;1941-1951;1
869;Texas A&M University;-96.3436;30.6103;1961-1971;2
870;Thammasat University;100.49;13.7575;1941-1951;1
871;Thammasat University;100.49;13.7575;1951-1961;2
872;Thammasat University;100.49;13.7575;1961-1971;1
873;The New School;-73.997;40.7356;1901-1921;1
874;The New School;-73.997;40.7356;1921-1941;1
875;The New School;-73.997;40.7356;1951-1961;1
876;The New School;-73.997;40.7356;1961-1971;1
877;Thomas Edison State University;-74.7684;40.2203;1961-1971;1
878;Thomas Jefferson High School (Brooklyn);-73.8948;40.6669;1951-1961;1
879;Tianjin Nankai High School;117.165;39.1306;1921-1941;1
880;Tilburg University;5.04194;51.5628;1901-1921;1
881;Tilburg University;5.04194;51.5628;1921-1941;6
882;Tilburg University;5.04194;51.5628;1941-1951;3
883;Tilburg University;5.04194;51.5628;1961-1971;2
884;Tohoku University;140.874;38.2542;1901-1921;1
885;Tohoku University;140.874;38.2542;1921-1941;1
886;Tokyo;139.692;35.6897;1921-1941;1
887;Tokyo Institute of Technology;139.483;35.5139;1941-1951;1
888;Torcuato di Tella University;-58.4458;-34.5547;1961-1971;1
889;Toulouse Business School;1.43167;43.6097;1961-1971;1
890;Tribhuvan University;85.2865;27.6818;1951-1961;1
891;Tribhuvan University;85.2865;27.6818;1961-1971;1
892;Trinity College Dublin;-6.2577;53.3444;1771-1861;3
893;Trinity College Dublin;-6.2577;53.3444;1921-1941;2
894;Trinity College Dublin;-6.2577;53.3444;1941-1951;1
895;Trinity College Dublin;-6.2577;53.3444;1951-1961;1
896;Trinity College, Cambridge;0.1146;52.207;1771-1861;2
897;Trinity College, Cambridge;0.1146;52.207;1921-1941;3
898;Trinity College, Cambridge;0.1146;52.207;1951-1961;2
899;Trinity College, Cambridge;0.1146;52.207;1961-1971;2
900;Trinity Hall, Cambridge;0.1157;52.2057;1941-1951;1
901;Tsinghua University;116.327;40.0;1941-1951;1
902;Tufts University;-71.12;42.406;1861-1901;1
903;Tufts University;-71.12;42.406;1921-1941;1
904;Tufts University;-71.12;42.406;1951-1961;1
905;Tufts University;-71.12;42.406;1961-1971;1
906;Tuskegee University;-85.7077;32.4302;1921-1941;1
907;UCL School of Slavonic and East European Studies;-0.1316;51.5254;1951-1961;1
908;UCLA Anderson School of Management;-118.444;34.0738;1971-2001;1
909;Uganda Martyrs University;32.0144;0.00361111;1961-1971;1
910;Ukrainian Academy of Banking of the National Bank of Ukraine;34.7954;50.9056;1951-1961;1
911;Union Christian College, Merom;-87.5647;39.0508;1861-1901;1
912;United States Air Force Academy;-104.89;39.01;1941-1951;1
913;United States Air Force Academy;-104.89;39.01;1961-1971;1
914;United States Military Academy;-73.958;41.393;1861-1901;1
915;United States Naval Academy;-76.4851;38.9828;1921-1941;1
916;Universidad Autónoma de San Luis Potosí;-100.978;22.1528;1941-1951;1
917;Universidad Católica de Santiago de Guayaquil;-79.9039;-2.18167;1941-1951;1
918;Universidad Católica de Santiago de Guayaquil;-79.9039;-2.18167;1961-1971;1
919;Universidad Externado de Colombia;-74.0684;4.5958;1951-1961;1
920;Universidad Externado de Colombia;-74.0684;4.5958;1961-1971;1
921;Universidad Externado de Colombia;-74.0684;4.5958;1971-2001;1
922;Universidad Iberoamericana;-99.2636;19.3711;1951-1961;1
923;Universidad Iberoamericana;-99.2636;19.3711;1961-1971;1
924;Universidad de San Carlos de Guatemala;-90.5529;14.5829;1921-1941;1
925;Universidad de San Carlos de Guatemala;-90.5529;14.5829;1941-1951;1
926;Universidad de las Américas Puebla;-98.2837;19.0543;1971-2001;1
927;Universidad del Pacífico (Peru);-77.0483;-12.0839;1951-1961;1
928;University College Cork;-8.493;51.893;1901-1921;1
929;University College Dublin;-6.22222;53.3083;1861-1901;2
930;University College Dublin;-6.22222;53.3083;1901-1921;1
931;University College Dublin;-6.22222;53.3083;1921-1941;1
932;University College Dublin;-6.22222;53.3083;1941-1951;4
933;University College Dublin;-6.22222;53.3083;1951-1961;1
934;University College Dublin;-6.22222;53.3083;1961-1971;1
935;University College London;-0.133583;51.5248;1771-1861;3
936;University College London;-0.133583;51.5248;1861-1901;2
937;University College London;-0.133583;51.5248;1901-1921;2
938;University College London;-0.133583;51.5248;1921-1941;2
939;University College London;-0.133583;51.5248;1941-1951;2
940;University College London;-0.133583;51.5248;1951-1961;1
941;University College London;-0.133583;51.5248;1961-1971;3
942;University College London;-0.133583;51.5248;1971-2001;2
943;University at Albany, SUNY;-73.8239;42.6862;1921-1941;2
944;University at Albany, SUNY;-73.8239;42.6862;1951-1961;2
945;University at Buffalo;-78.7892;43.0;1951-1961;1
946;University at Buffalo;-78.7892;43.0;1961-1971;1
947;University of Aberdeen;-2.1;57.165;1941-1951;2
948;University of Adelaide;138.604;-34.9192;1951-1961;1
949;University of Alberta;-113.524;53.5244;1921-1941;1
950;University of Alberta;-113.524;53.5244;1941-1951;1
951;University of Alberta;-113.524;53.5244;1961-1971;1
952;University of Amsterdam;4.89028;52.3683;1901-1921;6
953;University of Amsterdam;4.89028;52.3683;1921-1941;6
954;University of Amsterdam;4.89028;52.3683;1941-1951;1
955;University of Amsterdam;4.89028;52.3683;1951-1961;2
956;University of Amsterdam;4.89028;52.3683;1961-1971;1
957;University of Amsterdam;4.89028;52.3683;1971-2001;1
958;University of Antioquia;-75.5684;6.26742;1941-1951;1
959;University of Arizona;-110.952;32.2317;1941-1951;1
960;University of Auckland;174.77;-36.85;1941-1951;1
961;University of Augsburg;10.8983;48.3339;1961-1971;1
962;University of Banja Luka;17.2117;44.775;1951-1961;1
963;University of Barcelona;2.16389;41.3867;1901-1921;1
964;University of Barcelona;2.16389;41.3867;1951-1961;1
965;University of Barcelona;2.16389;41.3867;1971-2001;1
966;University of Bari;16.8683;41.1203;1941-1951;1
967;University of Bari;16.8683;41.1203;1961-1971;1
968;University of Basel;7.58333;47.5586;1901-1921;1
969;University of Basel;7.58333;47.5586;1961-1971;1
970;University of Belgrade;20.4574;44.8184;1921-1941;1
971;University of Belgrade;20.4574;44.8184;1941-1951;3
972;University of Belgrade;20.4574;44.8184;1951-1961;1
973;University of Belgrade;20.4574;44.8184;1961-1971;1
974;University of Belgrade;20.4574;44.8184;1971-2001;2
975;University of Belgrade Faculty of Law;20.4721;44.8072;1941-1951;1
976;University of Belgrano;-58.4437;-34.5641;1961-1971;1
977;University of Birmingham;-1.93056;52.4506;1921-1941;1
978;University of Birmingham;-1.93056;52.4506;1941-1951;2
979;University of Birmingham;-1.93056;52.4506;1951-1961;1
980;University of Birmingham;-1.93056;52.4506;1961-1971;4
981;University of Birmingham;-1.93056;52.4506;1971-2001;1
982;University of Bologna;11.3428;44.4939;1771-1861;1
983;University of Bologna;11.3428;44.4939;1921-1941;1
984;University of Bologna;11.3428;44.4939;1951-1961;1
985;University of Bologna;11.3428;44.4939;1961-1971;2
986;University of Bonn;7.10222;50.7339;1771-1861;2
987;University of Bonn;7.10222;50.7339;1861-1901;1
988;University of Bonn;7.10222;50.7339;1901-1921;1
989;University of Bonn;7.10222;50.7339;1921-1941;2
990;University of Bonn;7.10222;50.7339;1941-1951;1
991;University of Bonn;7.10222;50.7339;1951-1961;2
992;University of Bonn;7.10222;50.7339;1961-1971;2
993;University of Bordeaux;-0.608465;44.8172;1921-1941;1
994;University of Brasília;-47.8664;-15.7614;1951-1961;1
995;University of Brasília;-47.8664;-15.7614;1961-1971;1
996;University of Bremen;8.85361;53.1086;1941-1951;1
997;University of Bristol;-2.60444;51.4564;1941-1951;2
998;University of British Columbia;-123.253;49.2611;1901-1921;1
999;University of British Columbia;-123.253;49.2611;1921-1941;2
1000;University of British Columbia;-123.253;49.2611;1941-1951;1
1001;University of British Columbia;-123.253;49.2611;1951-1961;2
1002;University of British Columbia;-123.253;49.2611;1961-1971;1
1003;University of Bucharest;26.1011;44.4356;1861-1901;1
1004;University of Bucharest;26.1011;44.4356;1901-1921;1
1005;University of Bucharest;26.1011;44.4356;1921-1941;1
1006;University of Bucharest;26.1011;44.4356;1951-1961;1
1007;University of Bucharest;26.1011;44.4356;1971-2001;1
1008;University of Buenos Aires;-58.3731;-34.5997;1901-1921;2
1009;University of Buenos Aires;-58.3731;-34.5997;1921-1941;5
1010;University of Buenos Aires;-58.3731;-34.5997;1941-1951;2
1011;University of Buenos Aires;-58.3731;-34.5997;1951-1961;2
1012;University of Buenos Aires;-58.3731;-34.5997;1961-1971;5
1013;University of Buenos Aires;-58.3731;-34.5997;1971-2001;2
1014;University of Burgundy;5.07083;47.3125;1951-1961;1
1015;University of Burundi;29.3844;-3.37889;1951-1961;1
1016;University of Cagliari;9.115;39.217;1921-1941;1
1017;University of Calcutta;88.3619;22.5764;1771-1861;1
1018;University of Calcutta;88.3619;22.5764;1921-1941;3
1019;University of Calcutta;88.3619;22.5764;1941-1951;2
1020;University of Calcutta;88.3619;22.5764;1951-1961;2
1021;University of Calcutta;88.3619;22.5764;1961-1971;2
1022;University of Calgary;-114.133;51.0775;1951-1961;2
1023;University of California, Berkeley;-122.259;37.8719;1861-1901;1
1024;University of California, Berkeley;-122.259;37.8719;1901-1921;5
1025;University of California, Berkeley;-122.259;37.8719;1921-1941;14
1026;University of California, Berkeley;-122.259;37.8719;1941-1951;11
1027;University of California, Berkeley;-122.259;37.8719;1951-1961;11
1028;University of California, Berkeley;-122.259;37.8719;1961-1971;5
1029;University of California, Berkeley;-122.259;37.8719;1971-2001;1
1030;University of California, Davis;-121.75;38.54;1941-1951;2
1031;University of California, Davis;-121.75;38.54;1951-1961;1
1032;University of California, Irvine;-117.842;33.6456;1951-1961;1
1033;University of California, Los Angeles;-118.445;34.0694;1901-1921;2
1034;University of California, Los Angeles;-118.445;34.0694;1921-1941;3
1035;University of California, Los Angeles;-118.445;34.0694;1941-1951;2
1036;University of California, Los Angeles;-118.445;34.0694;1951-1961;2
1037;University of California, Los Angeles;-118.445;34.0694;1961-1971;2
1038;University of California, Los Angeles;-118.445;34.0694;1971-2001;1
1039;University of California, San Diego;-117.234;32.8801;1951-1961;1
1040;University of California, San Diego;-117.234;32.8801;1961-1971;3
1041;University of Cambridge;0.117222;52.2053;1771-1861;3
1042;University of Cambridge;0.117222;52.2053;1861-1901;1
1043;University of Cambridge;0.117222;52.2053;1901-1921;5
1044;University of Cambridge;0.117222;52.2053;1921-1941;15
1045;University of Cambridge;0.117222;52.2053;1941-1951;11
1046;University of Cambridge;0.117222;52.2053;1951-1961;7
1047;University of Cambridge;0.117222;52.2053;1961-1971;1
1048;University of Cambridge;0.117222;52.2053;1971-2001;1
1049;University of Canberra;149.087;-35.2389;1961-1971;1
1050;University of Canterbury;172.582;-43.5233;1921-1941;1
1051;University of Canterbury;172.582;-43.5233;1941-1951;3
1052;University of Canterbury;172.582;-43.5233;1951-1961;1
1053;University of Cape Town;18.4606;-33.9575;1921-1941;1
1054;University of Cape Town;18.4606;-33.9575;1961-1971;1
1055;University of Cape Town;18.4606;-33.9575;1971-2001;1
1056;University of Cauca;-76.6047;2.44083;1771-1861;1
1057;University of Chicago;-87.5997;41.7897;1861-1901;8
1058;University of Chicago;-87.5997;41.7897;1901-1921;10
1059;University of Chicago;-87.5997;41.7897;1921-1941;33
1060;University of Chicago;-87.5997;41.7897;1941-1951;18
1061;University of Chicago;-87.5997;41.7897;1951-1961;11
1062;University of Chicago;-87.5997;41.7897;1961-1971;7
1063;University of Chicago;-87.5997;41.7897;1971-2001;2
1064;University of Chicago Booth School of Business;-87.5957;41.7891;1971-2001;1
1065;University of Coimbra;-8.4265;40.2074;1861-1901;1
1066;University of Cologne;6.92861;50.9281;1901-1921;1
1067;University of Cologne;6.92861;50.9281;1921-1941;3
1068;University of Cologne;6.92861;50.9281;1941-1951;2
1069;University of Cologne;6.92861;50.9281;1961-1971;4
1070;University of Cologne;6.92861;50.9281;1971-2001;1
1071;University of Colorado;-104.983;39.7452;1921-1941;1
1072;University of Colorado;-104.983;39.7452;1941-1951;1
1073;University of Colorado;-104.983;39.7452;1961-1971;1
1074;University of Colorado Boulder;-105.267;40.0067;1921-1941;1
1075;University of Colorado Boulder;-105.267;40.0067;1941-1951;1
1076;University of Colorado Boulder;-105.267;40.0067;1951-1961;1
1077;University of Connecticut;-72.2525;41.8072;1901-1921;1
1078;University of Connecticut;-72.2525;41.8072;1941-1951;3
1079;University of Copenhagen;12.5725;55.6797;1901-1921;1
1080;University of Copenhagen;12.5725;55.6797;1921-1941;1
1081;University of Copenhagen;12.5725;55.6797;1941-1951;1
1082;University of Copenhagen;12.5725;55.6797;1951-1961;1
1083;University of Copenhagen;12.5725;55.6797;1961-1971;3
1084;University of Costa Rica;-84.0506;9.93583;1921-1941;1
1085;University of Costa Rica;-84.0506;9.93583;1951-1961;1
1086;University of Craiova;23.8008;44.3192;1941-1951;1
1087;University of Dar es Salaam;39.2033;-6.78056;1941-1951;1
1088;University of Delaware;-75.7511;39.6783;1951-1961;1
1089;University of Delhi;77.21;28.69;1921-1941;2
1090;University of Delhi;77.21;28.69;1941-1951;4
1091;University of Delhi;77.21;28.69;1951-1961;5
1092;University of Delhi;77.21;28.69;1961-1971;1
1093;University of Denver;-104.962;39.6783;1951-1961;1
1094;University of Deusto;-2.9375;43.2708;1941-1951;1
1095;University of Deusto;-2.9375;43.2708;1951-1961;1
1096;University of East Anglia;1.24167;52.6217;1951-1961;3
1097;University of East Anglia;1.24167;52.6217;1961-1971;2
1098;University of Economics Varna;27.9235;43.209;1971-2001;1
1099;University of Economics, Prague;14.4411;50.0841;1941-1951;4
1100;University of Economics, Prague;14.4411;50.0841;1951-1961;4
1101;University of Edinburgh;-3.18719;55.9474;1771-1861;1
1102;University of Edinburgh;-3.18719;55.9474;1901-1921;1
1103;University of Edinburgh;-3.18719;55.9474;1921-1941;2
1104;University of Edinburgh;-3.18719;55.9474;1961-1971;1
1105;University of Essex;0.94487;51.8763;1941-1951;2
1106;University of Essex;0.94487;51.8763;1951-1961;2
1107;University of Essex;0.94487;51.8763;1961-1971;1
1108;University of Florence;11.2586;43.7778;1921-1941;2
1109;University of Florence;11.2586;43.7778;1951-1961;2
1110;University of Florida;-82.3494;29.6483;1941-1951;3
1111;University of Florida;-82.3494;29.6483;1951-1961;1
1112;University of Fribourg;7.15174;46.8063;1921-1941;1
1113;University of Gdańsk;18.5686;54.3994;1941-1951;3
1114;University of Gdańsk;18.5686;54.3994;1951-1961;2
1115;University of Georgia;-83.3745;33.9558;1961-1971;1
1116;University of Ghana;-0.186944;5.65083;1921-1941;1
1117;University of Ghana;-0.186944;5.65083;1941-1951;2
1118;University of Ghana;-0.186944;5.65083;1951-1961;2
1119;University of Giessen;8.67639;50.5808;1961-1971;1
1120;University of Glamorgan;-3.32722;51.5892;1951-1961;1
1121;University of Glasgow;-4.2875;55.8719;1771-1861;2
1122;University of Glasgow;-4.2875;55.8719;1901-1921;1
1123;University of Glasgow;-4.2875;55.8719;1941-1951;2
1124;University of Glasgow;-4.2875;55.8719;1951-1961;1
1125;University of Glasgow;-4.2875;55.8719;1961-1971;1
1126;University of Gothenburg;11.9717;57.6983;1951-1961;1
1127;University of Greenwich;-0.006075;51.4834;1971-2001;1
1128;University of Groningen;6.56278;53.2192;1861-1901;1
1129;University of Groningen;6.56278;53.2192;1921-1941;2
1130;University of Groningen;6.56278;53.2192;1941-1951;1
1131;University of Groningen;6.56278;53.2192;1961-1971;1
1132;University of Göttingen;9.93444;51.5419;1771-1861;2
1133;University of Göttingen;9.93444;51.5419;1861-1901;1
1134;University of Göttingen;9.93444;51.5419;1901-1921;1
1135;University of Hamburg;9.98389;53.5669;1901-1921;1
1136;University of Hamburg;9.98389;53.5669;1921-1941;1
1137;University of Hamburg;9.98389;53.5669;1941-1951;1
1138;University of Hamburg;9.98389;53.5669;1971-2001;1
1139;University of Havana;-82.382;23.1343;1921-1941;1
1140;University of Havana;-82.382;23.1343;1961-1971;1
1141;University of Helsinki;24.95;60.1694;1861-1901;1
1142;University of Helsinki;24.95;60.1694;1941-1951;3
1143;University of Helsinki;24.95;60.1694;1951-1961;1
1144;University of Illinois at Urbana–Champaign;-88.2283;40.1106;1921-1941;1
1145;University of Illinois at Urbana–Champaign;-88.2283;40.1106;1941-1951;1
1146;University of Illinois at Urbana–Champaign;-88.2283;40.1106;1951-1961;2
1147;University of Illinois at Urbana–Champaign;-88.2283;40.1106;1961-1971;1
1148;University of Indonesia;106.827;-6.36528;1921-1941;2
1149;University of Indonesia;106.827;-6.36528;1941-1951;2
1150;University of Indonesia;106.827;-6.36528;1951-1961;1
1151;University of Indonesia;106.827;-6.36528;1971-2001;1
1152;University of Innsbruck;11.3844;47.2628;1941-1951;1
1153;University of Iowa;-91.5364;41.6617;1861-1901;3
1154;University of Iowa;-91.5364;41.6617;1901-1921;1
1155;University of Jena;11.5822;50.9283;1771-1861;4
1156;University of Jena;11.5822;50.9283;1861-1901;2
1157;University of Johannesburg;27.9989;-26.1833;1951-1961;1
1158;University of Jordan;35.8728;32.0139;1971-2001;1
1159;University of Kansas;-95.2478;38.9581;1901-1921;2
1160;University of Kansas;-95.2478;38.9581;1921-1941;1
1161;University of Kansas;-95.2478;38.9581;1951-1961;2
1162;University of Kentucky;-84.5;38.0333;1921-1941;1
1163;University of Kentucky;-84.5;38.0333;1961-1971;1
1164;University of Kerala;76.9472;8.50333;1941-1951;1
1165;University of Kiel;10.1225;54.3389;1771-1861;1
1166;University of Kiel;10.1225;54.3389;1861-1901;2
1167;University of Kiel;10.1225;54.3389;1921-1941;2
1168;University of Kiel;10.1225;54.3389;1941-1951;2
1169;University of Kiel;10.1225;54.3389;1951-1961;2
1170;University of Kiel;10.1225;54.3389;1961-1971;1
1171;University of Konstanz;9.188;47.69;1941-1951;1
1172;University of Konstanz;9.188;47.69;1951-1961;1
1173;University of KwaZulu-Natal;30.9808;-29.8675;1961-1971;1
1174;University of Lagos;3.38611;6.51667;1961-1971;1
1175;University of Latvia;24.1167;56.95;1951-1961;1
1176;University of Latvia;24.1167;56.95;1961-1971;1
1177;University of Latvia;24.1167;56.95;1971-2001;1
1178;University of Lausanne;6.57944;46.5225;1921-1941;1
1179;University of Leeds;-1.55167;53.8072;1941-1951;1
1180;University of Leeds;-1.55167;53.8072;1951-1961;2
1181;University of Leicester;-1.12444;52.6214;1921-1941;1
1182;University of Leicester;-1.12444;52.6214;1951-1961;1
1183;University of Lille;3.07301;50.6317;1971-2001;1
1184;University of Lima;-76.9708;-12.0848;1951-1961;2
1185;University of Liverpool;-2.967;53.406;1961-1971;1
1186;University of Ljubljana;14.5039;46.0489;1941-1951;2
1187;University of Ljubljana;14.5039;46.0489;1951-1961;4
1188;University of Los Andes (Colombia);-74.0652;4.60161;1941-1951;1
1189;University of Lucknow;80.9364;26.8656;1901-1921;1
1190;University of Lucknow;80.9364;26.8656;1951-1961;1
1191;University of Lviv;24.0222;49.8406;1921-1941;1
1192;University of Lyon;4.85235;45.7481;1901-1921;1
1193;University of Lyon;4.85235;45.7481;1961-1971;1
1194;University of Mainz;8.23806;49.9922;1921-1941;1
1195;University of Mainz;8.23806;49.9922;1941-1951;2
1196;University of Malaya;101.656;3.12083;1941-1951;1
1197;University of Malta;14.4836;35.9022;1971-2001;1
1198;University of Manchester;-2.23361;53.4656;1921-1941;1
1199;University of Manchester;-2.23361;53.4656;1951-1961;3
1200;University of Manchester;-2.23361;53.4656;1961-1971;3
1201;University of Manchester;-2.23361;53.4656;1971-2001;1
1202;University of Manitoba;-97.1328;49.8094;1941-1951;1
1203;University of Mannheim;8.4647;49.4832;1921-1941;1
1204;University of Mannheim;8.4647;49.4832;1941-1951;2
1205;University of Mannheim;8.4647;49.4832;1961-1971;2
1206;University of Marburg;8.77361;50.8108;1861-1901;1
1207;University of Marburg;8.77361;50.8108;1921-1941;2
1208;University of Maribor;15.6444;46.5594;1941-1951;1
1209;University of Maryland, College Park;-76.94;38.9875;1901-1921;1
1210;University of Maryland, College Park;-76.94;38.9875;1941-1951;1
1211;University of Maryland, College Park;-76.94;38.9875;1961-1971;2
1212;University of Maryland, College Park;-76.94;38.9875;1971-2001;1
1213;University of Massachusetts Amherst;-72.5278;42.3889;1901-1921;1
1214;University of Massachusetts Amherst;-72.5278;42.3889;1941-1951;1
1215;University of Massachusetts Amherst;-72.5278;42.3889;1951-1961;1
1216;University of Massachusetts Amherst;-72.5278;42.3889;1961-1971;1
1217;University of Massachusetts Amherst;-72.5278;42.3889;1971-2001;1
