;place_name;place_type;long;lat;concat_person;person
144;Belgrade;City;20.4667;44.8167;http://dbpedia.org/resource/Božidar_Đelić|Božidar Đelić (1965),http://dbpedia.org/resource/Branko_Milanović|Branko Milanović (1953),http://dbpedia.org/resource/Dejan_Šoškić|Dejan Šoškić (1967),http://dbpedia.org/resource/Dragan_Malešević_Tapi|Dragan Malešević Tapi (1949),http://dbpedia.org/resource/Filip_Hristić|Filip Hristić (1819),http://dbpedia.org/resource/Mlađan_Dinkić|Mlađan Dinkić (1964),http://dbpedia.org/resource/Siniša_Mali|Siniša Mali (1972),http://dbpedia.org/resource/Srđan_Srećković|Srđan Srećković (1974),http://dbpedia.org/resource/Čedomilj_Mijatović|Čedomilj Mijatović (1842);9
145;Belleville, Illinois;City;-89.9953;38.5217;http://dbpedia.org/resource/Richard_L._Schmalensee|Richard L. Schmalensee (1944);1
146;Bellinzona;;9.02968;46.1954;http://dbpedia.org/resource/Mauro_Baranzini|Mauro Baranzini (1944);1
147;Bellshill;;-4.02615;55.8165;http://dbpedia.org/resource/Gregory_Clark_(economist)|Gregory Clark (economist) (1957);1
148;Belluno;;12.2167;46.1403;http://dbpedia.org/resource/Tommaso_Padoa-Schioppa|Tommaso Padoa-Schioppa (1940);1
149;Belo Horizonte;Town;-43.9333;-19.9167;http://dbpedia.org/resource/Fernando_Pimentel|Fernando Pimentel (1951),http://dbpedia.org/resource/Wagner_Lamounier|Wagner Lamounier (1969);2
150;Belém;City;-48.5039;-1.45583;http://dbpedia.org/resource/Simão_Jatene|Simão Jatene (1949);1
151;Bend, Oregon;City;-121.3;44.05;http://dbpedia.org/resource/William_A._Niskanen|William A. Niskanen (1933);1
152;Bengal Presidency;Country;88.3464;22.566;http://dbpedia.org/resource/Akbar_Ali_Khan_(economist)|Akbar Ali Khan (economist) (1944),http://dbpedia.org/resource/Amartya_Sen|Amartya Sen (1933),http://dbpedia.org/resource/Amiya_Kumar_Dasgupta|Amiya Kumar Dasgupta (1903),http://dbpedia.org/resource/Pranab_Bardhan|Pranab Bardhan (1939),http://dbpedia.org/resource/Rehman_Sobhan|Rehman Sobhan (1935),http://dbpedia.org/resource/William_Beveridge|William Beveridge (1879);6
153;Benghazi;City;20.0667;32.1167;http://dbpedia.org/resource/Mohammed_Magariaf|Mohammed Magariaf (2000);1
154;Beni Mellal;SoccerClub;-6.36083;32.3394;http://dbpedia.org/resource/Lahcen_Daoudi|Lahcen Daoudi (1947);1
155;Benin;Country;2.6;6.46667;http://dbpedia.org/resource/Frédéric_Dohou|Frédéric Dohou (1961);1
156;Benito Juárez Municipality, Sonora;;-110.017;27.417;http://dbpedia.org/resource/Manlio_Fabio_Beltrones|Manlio Fabio Beltrones (1952);1
157;Bergen;City;5.33;60.3894;http://dbpedia.org/resource/Signy_Arctander|Signy Arctander (1895);1
158;Bergkamen;Town;7.63333;51.6167;http://dbpedia.org/resource/Hans_Sennholz|Hans Sennholz (1922);1
159;Berkeley County, West Virginia;AdministrativeRegion;-78.03;39.47;http://dbpedia.org/resource/David_Dodd|David Dodd (1895);1
160;Berkeley, California;City;-122.273;37.8717;http://dbpedia.org/resource/Howard_Ruff|Howard Ruff (1930),http://dbpedia.org/resource/Victoria_Chick|Victoria Chick (2000);2
161;Berlin;City;13.405;52.52;http://dbpedia.org/resource/Albert_O._Hirschman|Albert O. Hirschman (1915),http://dbpedia.org/resource/Andre_Gunder_Frank|Andre Gunder Frank (1929),http://dbpedia.org/resource/Claude_Hillinger|Claude Hillinger (2000),http://dbpedia.org/resource/Edgar_L._Feige|Edgar L. Feige (1937),http://dbpedia.org/resource/Elisabeth_Altmann-Gottheiner|Elisabeth Altmann-Gottheiner (1874),http://dbpedia.org/resource/Francis_Lieber|Francis Lieber (1798),http://dbpedia.org/resource/Frank_Hahn|Frank Hahn (1925),http://dbpedia.org/resource/Franz_Oppenheimer|Franz Oppenheimer (1864),http://dbpedia.org/resource/Henry_Wallich|Henry Wallich (1914),http://dbpedia.org/resource/Knut_Borchardt|Knut Borchardt (1929),http://dbpedia.org/resource/Lars_Clausen|Lars Clausen (1935),http://dbpedia.org/resource/Ludwig_Lachmann|Ludwig Lachmann (1906),http://dbpedia.org/resource/Rainer_Brüderle|Rainer Brüderle (1945),http://dbpedia.org/resource/Robert_Remak_(mathematician)|Robert Remak (mathematician) (1888),http://dbpedia.org/resource/Robert_René_Kuczynski|Robert René Kuczynski (1876),http://dbpedia.org/resource/Thorsten_Teichert|Thorsten Teichert (1963),http://dbpedia.org/resource/Wolfgang_Wiegard|Wolfgang Wiegard (1946);17
162;Bermondsey;;-0.0757;51.4986;http://dbpedia.org/resource/William_Ashley_(economic_historian)|William Ashley (economic historian) (1860);1
163;Bern;;7.4475;46.9481;http://dbpedia.org/resource/Philipp_Emanuel_von_Fellenberg|Philipp Emanuel von Fellenberg (1771);1
164;Berwick, Illinois;Village;-90.5383;40.7992;http://dbpedia.org/resource/Calvin_B._Hoover|Calvin B. Hoover (1897);1
165;Besançon;;6.02;47.24;http://dbpedia.org/resource/Charles_Fourier|Charles Fourier (1772),http://dbpedia.org/resource/Pierre-Joseph_Proudhon|Pierre-Joseph Proudhon (1809);2
166;Beslan;;44.55;43.1833;http://dbpedia.org/resource/Taymuraz_Mamsurov|Taymuraz Mamsurov (1954);1
167;Bessarabia;;29.0;47.0;http://dbpedia.org/resource/Abba_P._Lerner|Abba P. Lerner (1903);1
168;Bessonovsky District;AdministrativeRegion;45.0419;53.3083;http://dbpedia.org/resource/Vasily_Sergeevich_Nemchinov|Vasily Sergeevich Nemchinov (1894);1
169;Beverly, Massachusetts;City;-70.88;42.5583;http://dbpedia.org/resource/Henry_Lee_(economist)|Henry Lee (economist) (1782);1
170;Bhilai;City;81.38;21.21;http://dbpedia.org/resource/Krishnamurthy_Subramanian|Krishnamurthy Subramanian (1971);1
171;Bhimber;;74.0694;32.9806;http://dbpedia.org/resource/Manzoor_Mirza|Manzoor Mirza (1930);1
172;Białobrzegi, Podkarpackie Voivodeship;Village;22.3236;50.1014;http://dbpedia.org/resource/Józef_Czyrek|Józef Czyrek (1928);1
173;Białystok;;23.1456;53.1353;http://dbpedia.org/resource/Selig_Perlman|Selig Perlman (1888);1
174;Bideford;;-4.209;51.016;http://dbpedia.org/resource/Evan_Durbin|Evan Durbin (1906);1
175;Biharkeresztes;Town;21.7167;47.1333;http://dbpedia.org/resource/Zsigmond_Járai|Zsigmond Járai (1951);1
176;Bilbao;Town;-2.92361;43.2569;http://dbpedia.org/resource/Claudio_Aranzadi|Claudio Aranzadi (1946),http://dbpedia.org/resource/José_Ignacio_Goirigolzarri|José Ignacio Goirigolzarri (1954),http://dbpedia.org/resource/Juan_Manuel_Eguiagaray|Juan Manuel Eguiagaray (2000);3
177;Bilhorod-Dnistrovskyi;City;30.3333;46.1922;http://dbpedia.org/resource/Nicolae_Văcăroiu|Nicolae Văcăroiu (1943);1
178;Bilicenii Noi;Village;28.0333;47.6983;http://dbpedia.org/resource/Ion_Mușuc|Ion Mușuc (1951);1
179;Birkenfeld;Town;7.18333;49.65;http://dbpedia.org/resource/Heiner_Flassbeck|Heiner Flassbeck (1950);1
180;Birmingham, Alabama;City;-86.8103;33.5186;http://dbpedia.org/resource/Charles_Plosser|Charles Plosser (1948),http://dbpedia.org/resource/Julius_Hobson|Julius Hobson (1922);2
181;Bisceglie;;16.5053;41.2431;http://dbpedia.org/resource/Francesco_Boccia|Francesco Boccia (1968);1
182;Blenheim, New Zealand;;173.96;-41.514;http://dbpedia.org/resource/David_Teece|David Teece (1948);1
183;Blitar;City;112.15;-8.1;http://dbpedia.org/resource/Boediono|Boediono (1943),http://dbpedia.org/resource/J._B._Sumarlin|J. B. Sumarlin (1932),http://dbpedia.org/resource/Sukadji_Ranuwihardjo|Sukadji Ranuwihardjo (1931);3
184;Bo District;;-11.6667;8.0;http://dbpedia.org/resource/Victor_Bockarie_Foh|Victor Bockarie Foh (1946);1
185;Bo, Sierra Leone;;-11.74;7.95639;http://dbpedia.org/resource/Kanja_Sesay|Kanja Sesay (1955);1
186;Bochum;City;7.21583;51.4819;http://dbpedia.org/resource/Felix_Kübler|Felix Kübler (1969);1
187;Bodø;AdministrativeRegion;14.3751;67.2827;http://dbpedia.org/resource/Leif_Jørgen_Aune|Leif Jørgen Aune (1925);1
188;Bogotá;City;-74.0722;4.71111;http://dbpedia.org/resource/Ernesto_Samper|Ernesto Samper (1950),http://dbpedia.org/resource/Indalecio_Liévano|Indalecio Liévano (1917),http://dbpedia.org/resource/Juan_Carlos_Echeverry_(politician)|Juan Carlos Echeverry (politician) (1962),http://dbpedia.org/resource/Juan_Carlos_Pinzón|Juan Carlos Pinzón (1972),http://dbpedia.org/resource/Juan_Manuel_Santos|Juan Manuel Santos (1951);5
189;Bohechío;;-70.98;18.77;http://dbpedia.org/resource/Danilo_Medina|Danilo Medina (1951);1
190;Boissevain, Manitoba;Town;-100.058;49.2306;http://dbpedia.org/resource/David_R._Henderson|David R. Henderson (1950);1
191;Bolhrad;City;28.6128;45.6672;http://dbpedia.org/resource/Petro_Poroshenko|Petro Poroshenko (1965);1
192;Boliqueime;;-8.159;37.133;http://dbpedia.org/resource/Aníbal_Cavaco_Silva|Aníbal Cavaco Silva (1939);1
193;Bolkhov;;36.0167;53.45;http://dbpedia.org/resource/Yevgeni_Preobrazhensky|Yevgeni Preobrazhensky (1886);1
194;Bologna;;11.3428;44.4939;http://dbpedia.org/resource/Alberto_Giovannini|Alberto Giovannini (1955),http://dbpedia.org/resource/Arrigo_Serpieri|Arrigo Serpieri (1877),http://dbpedia.org/resource/Fabrizio_Zilibotti|Fabrizio Zilibotti (1964),http://dbpedia.org/resource/Fernando_Vianello|Fernando Vianello (1939),http://dbpedia.org/resource/Marco_Minghetti|Marco Minghetti (1818);5
195;Bolsward;City;5.53333;53.0667;http://dbpedia.org/resource/Joop_Bakker|Joop Bakker (1921);1
196;Bolton;;-2.429;53.578;http://dbpedia.org/resource/Martin_Stopford|Martin Stopford (1947);1
197;Bolívar Department;;-75.5;10.4;http://dbpedia.org/resource/José_María_del_Castillo_y_Rada|José María del Castillo y Rada (1776),http://dbpedia.org/resource/Sabas_Pretelt_de_la_Vega|Sabas Pretelt de la Vega (1946);2
198;Bombali District;;-12.25;9.33333;http://dbpedia.org/resource/Samura_Kamara|Samura Kamara (1951);1
199;Bonn;City;7.1;50.7333;http://dbpedia.org/resource/E._F._Schumacher|E. F. Schumacher (1911),http://dbpedia.org/resource/Marcel_Fratzscher|Marcel Fratzscher (1971);2
200;Bonthe;;-12.505;7.52639;http://dbpedia.org/resource/Shekou_Touray|Shekou Touray (1945);1
201;Bordeaux;;-0.58;44.84;http://dbpedia.org/resource/Jean-Marc_Daniel|Jean-Marc Daniel (1954),http://dbpedia.org/resource/Olinde_Rodrigues|Olinde Rodrigues (1795);2
202;Borås;;12.9403;57.7211;http://dbpedia.org/resource/Karl_Gunnar_Persson|Karl Gunnar Persson (1943);1
203;Borów, Łowicz County;Village;19.5833;52.0833;http://dbpedia.org/resource/Stanisław_Grabski|Stanisław Grabski (1871),http://dbpedia.org/resource/Władysław_Grabski|Władysław Grabski (1874);2
204;Boston;City;-71.0636;42.3581;http://dbpedia.org/resource/Gary_Loveman|Gary Loveman (1960),http://dbpedia.org/resource/George_David_Woods|George David Woods (1901),http://dbpedia.org/resource/J._Bradford_DeLong|J. Bradford DeLong (1960),http://dbpedia.org/resource/Josiah_Warren|Josiah Warren (1798),http://dbpedia.org/resource/Lew_Rockwell|Lew Rockwell (1944),http://dbpedia.org/resource/Merton_Miller|Merton Miller (1923),http://dbpedia.org/resource/Peter_R._Orszag|Peter R. Orszag (1968),http://dbpedia.org/resource/Philip_Green_Wright|Philip Green Wright (1861),http://dbpedia.org/resource/Roger_Myerson|Roger Myerson (1951);9
205;Botswana;Country;25.9083;-24.6583;http://dbpedia.org/resource/Bogolo_Kenewendo|Bogolo Kenewendo (1987);1
206;Boujad;;-6.4;32.7667;http://dbpedia.org/resource/Habib_El_Malki|Habib El Malki (1946);1
207;Boulder Creek, California;;-122.124;37.1314;http://dbpedia.org/resource/Paul_Locatelli|Paul Locatelli (1938);1
208;Boulder, Western Australia;;121.489;-30.778;http://dbpedia.org/resource/Pike_Curtin|Pike Curtin (1907);1
209;Boulogne-Billancourt;;2.2409;48.8352;http://dbpedia.org/resource/Christian_de_Boissieu|Christian de Boissieu (1947),http://dbpedia.org/resource/Jean_Pisani-Ferry|Jean Pisani-Ferry (1951);2
210;Bowral;AdministrativeRegion;150.418;-34.4792;http://dbpedia.org/resource/John_Kerin|John Kerin (1937);1
211;Bozeman, Montana;City;-111.047;45.6778;http://dbpedia.org/resource/Dale_W._Jorgenson|Dale W. Jorgenson (1933);1
212;Bradenham, Buckinghamshire;;-0.8085;51.666;http://dbpedia.org/resource/William_Forster_Lloyd|William Forster Lloyd (1794);1
213;Braga;;-8.42833;41.5511;http://dbpedia.org/resource/Maria_Luís_Albuquerque|Maria Luís Albuquerque (1967),http://dbpedia.org/resource/Ricardo_Rio|Ricardo Rio (1972);2
214;Brandon, Manitoba;City;-99.95;49.8483;http://dbpedia.org/resource/Douglas_Peters|Douglas Peters (1930);1
215;Bratislava;City;17.1097;48.1439;http://dbpedia.org/resource/Emília_Kováčová|Emília Kováčová (1931),http://dbpedia.org/resource/Livia_Klausová|Livia Klausová (1943),http://dbpedia.org/resource/Richard_Sulík|Richard Sulík (1968),http://dbpedia.org/resource/Sergej_Kozlík|Sergej Kozlík (1950);4
216;Brazil;Country;-47.8667;-10.0;http://dbpedia.org/resource/Carlos_Hamilton_Vasconcelos_Araújo|Carlos Hamilton Vasconcelos Araújo (1964),http://dbpedia.org/resource/Celso_Furtado|Celso Furtado (1920),http://dbpedia.org/resource/Marilda_Sotomayor|Marilda Sotomayor (1944),http://dbpedia.org/resource/Paulo_Rabello_de_Castro|Paulo Rabello de Castro (1949),http://dbpedia.org/resource/Pedro_Malan|Pedro Malan (1943);5
217;Breda;City;4.78333;51.5833;http://dbpedia.org/resource/Arnold_Heertje|Arnold Heertje (1934),http://dbpedia.org/resource/Gerard_Veldkamp|Gerard Veldkamp (1921);2
218;Bremen;Town;8.8;53.0833;http://dbpedia.org/resource/Falko_E._P._Wilms|Falko E. P. Wilms (1961),http://dbpedia.org/resource/Thomas_Armbrüster|Thomas Armbrüster (1968);2
219;Brescia;;10.2167;45.5417;http://dbpedia.org/resource/Guido_Carli|Guido Carli (1914);1
220;Brevard, North Carolina;City;-82.7286;35.2417;http://dbpedia.org/resource/James_A._Hefner|James A. Hefner (1941);1
221;Bridgeport, Connecticut;City;-73.1956;41.1864;http://dbpedia.org/resource/William_Doerner|William Doerner (1949);1
222;Bridgetown;City;-59.6167;13.0975;http://dbpedia.org/resource/Owen_Arthur|Owen Arthur (1949);1
223;Brighton;City;-0.131312;50.8429;http://dbpedia.org/resource/John_Hawksworth_(economist)|John Hawksworth (economist) (1963);1
224;Brioude;;3.385;45.295;http://dbpedia.org/resource/Hélène_Rey|Hélène Rey (1970);1
225;Brisbane;City;153.028;-27.4678;http://dbpedia.org/resource/Peter_Hendy_(politician)|Peter Hendy (politician) (1962);1
226;Bristol;City;-2.58333;51.45;http://dbpedia.org/resource/Alexander_Betts_(political_scientist)|Alexander Betts (political scientist) (1980),http://dbpedia.org/resource/Arthur_Lyon_Bowley|Arthur Lyon Bowley (1869);2
227;British Hong Kong;Country;114.15;22.2667;http://dbpedia.org/resource/Steven_N._S._Cheung|Steven N. S. Cheung (1935);1
228;Brno;City;16.6167;49.2;http://dbpedia.org/resource/Eugen_von_Böhm-Bawerk|Eugen von Böhm-Bawerk (1851);1
229;Brodick;;-5.151;55.576;http://dbpedia.org/resource/J._M._Robertson|J. M. Robertson (1856);1
230;Broni;;9.26667;45.0667;http://dbpedia.org/resource/Alberto_Alesina|Alberto Alesina (1957);1
231;Brookings, South Dakota;City;-96.7881;44.3064;http://dbpedia.org/resource/Lloyd_Mints|Lloyd Mints (1888);1
232;Brookline, Massachusetts;Town;-71.1217;42.3317;http://dbpedia.org/resource/Adam_Posen|Adam Posen (1966),http://dbpedia.org/resource/Edward_Atkinson_(activist)|Edward Atkinson (activist) (1827);2
233;Brooklyn;City;-73.9522;40.6928;http://dbpedia.org/resource/John_Whitefield_Kendrick|John Whitefield Kendrick (1917),http://dbpedia.org/resource/Milton_Friedman|Milton Friedman (1912),http://dbpedia.org/resource/Walter_Block|Walter Block (1941);3
234;Bruges;;3.22417;51.2089;http://dbpedia.org/resource/Émile_Louis_Victor_de_Laveleye|Émile Louis Victor de Laveleye (1822);1
235;Brussels;AdministrativeRegion;4.35;50.85;http://dbpedia.org/resource/Eric_Ghysels|Eric Ghysels (2000);1
236;Brăila;;27.9575;45.2692;http://dbpedia.org/resource/Joseph_M._Juran|Joseph M. Juran (1904);1
237;Bucaramanga;;-73.0;7.13333;http://dbpedia.org/resource/Alfonso_Valdivieso_Sarmiento|Alfonso Valdivieso Sarmiento (1949);1
238;Buchach;;25.4;49.0833;http://dbpedia.org/resource/Mykola_Kmit|Mykola Kmit (1966);1
239;Bucharest;City;26.1039;44.4325;http://dbpedia.org/resource/Bazil_Assan|Bazil Assan (1860),http://dbpedia.org/resource/Bogdan_Baltazar|Bogdan Baltazar (1939),http://dbpedia.org/resource/Corina_Crețu|Corina Crețu (1967),http://dbpedia.org/resource/Daniel_Dăianu|Daniel Dăianu (1952),http://dbpedia.org/resource/Florin-Alexandru_Alexe|Florin-Alexandru Alexe (1979),http://dbpedia.org/resource/Heinrich_Gattineau|Heinrich Gattineau (1905),http://dbpedia.org/resource/Ion_Ghica|Ion Ghica (1816),http://dbpedia.org/resource/Jacques_Braunstein|Jacques Braunstein (1931),http://dbpedia.org/resource/Sergiu_Hart|Sergiu Hart (2000);9
240;Buckinghamshire;AdministrativeRegion;-0.833333;51.8333;http://dbpedia.org/resource/Mervyn_King,_Baron_King_of_Lothbury|Mervyn King, Baron King of Lothbury (1948);1
241;Budafok;;19.05;47.4333;http://dbpedia.org/resource/Imre_Menyhay|Imre Menyhay (1931);1
242;Budapest;City;19.0514;47.4925;http://dbpedia.org/resource/Andor_László|Andor László (1914),http://dbpedia.org/resource/András_Simor|András Simor (1954),http://dbpedia.org/resource/André_Kostolany|André Kostolany (1906),http://dbpedia.org/resource/Attila_Chikán|Attila Chikán (1944),http://dbpedia.org/resource/Béla_Balassa|Béla Balassa (1928),http://dbpedia.org/resource/Béla_Imrédy|Béla Imrédy (1891),http://dbpedia.org/resource/Béla_Sulyok|Béla Sulyok (1904),http://dbpedia.org/resource/Eugen_Varga|Eugen Varga (1879),http://dbpedia.org/resource/Farkas_Heller|Farkas Heller (1877),http://dbpedia.org/resource/Ferenc_Bartha|Ferenc Bartha (1943),http://dbpedia.org/resource/Ferenc_Gordon|Ferenc Gordon (1893),http://dbpedia.org/resource/George_Soros|George Soros (1930),http://dbpedia.org/resource/Gyula_Horn|Gyula Horn (1932),http://dbpedia.org/resource/György_Matolcsy|György Matolcsy (1955),http://dbpedia.org/resource/György_Surányi|György Surányi (1954),http://dbpedia.org/resource/Gábor_Bagdy|Gábor Bagdy (1957),http://dbpedia.org/resource/Gábor_Scheiring|Gábor Scheiring (1981),http://dbpedia.org/resource/István_Hetényi|István Hetényi (1926),http://dbpedia.org/resource/Iván_Szabó|Iván Szabó (1934),http://dbpedia.org/resource/John_G._Kemeny|John G. Kemeny (1926),http://dbpedia.org/resource/John_Harsanyi|John Harsanyi (1920),http://dbpedia.org/resource/John_Komlos|John Komlos (1944),http://dbpedia.org/resource/John_von_Neumann|John von Neumann (1903),http://dbpedia.org/resource/János_Fónagy|János Fónagy (1942),http://dbpedia.org/resource/János_Kornai|János Kornai (1928),http://dbpedia.org/resource/Krisztina_Dobos|Krisztina Dobos (1949),http://dbpedia.org/resource/Kálmán_Mizsei|Kálmán Mizsei (1955),http://dbpedia.org/resource/Lajos_Bokros|Lajos Bokros (1954),http://dbpedia.org/resource/Lajos_Reményi-Schneller|Lajos Reményi-Schneller (1892),http://dbpedia.org/resource/László_Baán|László Baán (1961),http://dbpedia.org/resource/Michael_Polanyi|Michael Polanyi (1891),http://dbpedia.org/resource/Mihály_Kupa|Mihály Kupa (1941),http://dbpedia.org/resource/Miklós_Nyárádi|Miklós Nyárádi (1905),http://dbpedia.org/resource/Nicholas_Kaldor|Nicholas Kaldor (1908),http://dbpedia.org/resource/Péter_Medgyessy|Péter Medgyessy (1942),http://dbpedia.org/resource/Rezső_Nyers|Rezső Nyers (1923),http://dbpedia.org/resource/Sándor_Wekerle_Jr.|Sándor Wekerle Jr. (1878),http://dbpedia.org/resource/Tamás_Bauer|Tamás Bauer (1946),http://dbpedia.org/resource/Theodor_Hertzka|Theodor Hertzka (1845),http://dbpedia.org/resource/Thomas_Vietorisz|Thomas Vietorisz (1926),http://dbpedia.org/resource/Tibor_Kállay|Tibor Kállay (1881),http://dbpedia.org/resource/Tibor_Scitovsky|Tibor Scitovsky (1910),http://dbpedia.org/resource/Tom_Lantos|Tom Lantos (1928),http://dbpedia.org/resource/Zsolt_Németh_(politician,_1963)|Zsolt Németh (politician, 1963) (1963),http://dbpedia.org/resource/Zsuzsanna_Németh|Zsuzsanna Németh (1953);45
243;Buenos Aires;City;-58.3817;-34.6033;http://dbpedia.org/resource/Adolfo_Diz|Adolfo Diz (1931),http://dbpedia.org/resource/Aldo_Ferrer|Aldo Ferrer (1927),http://dbpedia.org/resource/Alfonso_Prat-Gay|Alfonso Prat-Gay (1965),http://dbpedia.org/resource/Alfredo_Zaiat|Alfredo Zaiat (1964),http://dbpedia.org/resource/Amado_Boudou|Amado Boudou (1962),http://dbpedia.org/resource/Axel_Kicillof|Axel Kicillof (1971),http://dbpedia.org/resource/Bernardo_Kliksberg|Bernardo Kliksberg (2000),http://dbpedia.org/resource/Débora_Giorgi|Débora Giorgi (1959),http://dbpedia.org/resource/Eduardo_Levy_Yeyati|Eduardo Levy Yeyati (1965),http://dbpedia.org/resource/Felix_Weil|Felix Weil (1898),http://dbpedia.org/resource/Guido_di_Tella|Guido di Tella (1931),http://dbpedia.org/resource/Guillermo_Calvo|Guillermo Calvo (2000),http://dbpedia.org/resource/Horacio_Rodríguez_Larreta|Horacio Rodríguez Larreta (1965),http://dbpedia.org/resource/Javier_González_Fraga|Javier González Fraga (1948),http://dbpedia.org/resource/Javier_Milei|Javier Milei (1970),http://dbpedia.org/resource/José_Alfredo_Martínez_de_Hoz|José Alfredo Martínez de Hoz (1925),http://dbpedia.org/resource/José_Luis_Machinea|José Luis Machinea (1946),http://dbpedia.org/resource/Martín_Redrado|Martín Redrado (1961),http://dbpedia.org/resource/Miguel_Gustavo_Peirano|Miguel Gustavo Peirano (1966),http://dbpedia.org/resource/Miguel_Sidrauski|Miguel Sidrauski (1939),http://dbpedia.org/resource/Nora_Lustig|Nora Lustig (1951),http://dbpedia.org/resource/Roberto_Alemann|Roberto Alemann (1922),http://dbpedia.org/resource/Roberto_Lavagna|Roberto Lavagna (1942),http://dbpedia.org/resource/Rogelio_Frigerio|Rogelio Frigerio (1970),http://dbpedia.org/resource/Rogelio_Julio_Frigerio|Rogelio Julio Frigerio (1914),http://dbpedia.org/resource/William_Alonso|William Alonso (1933);26
