FID;FID_;Entity;Layer;Color;Linetype;Elevation;LineWt;RefName;Angle;IDTombe;Inventaire;Secteur;Coordonnee;Coordonn_1;Campagne;Datation;Anciennes_;POINT_X;POINT_Y
219;0;Point;Tombb;198;Continuous;0;25; ;0;234;506;26;993;-219;2012-2013;6;219;30.44452049;19.6144154
220;0;Point;Tombb;198;Continuous;0;25; ;0;235;507;26;991;-218;2012-2013;6;218;30.44452944;19.61439795
221;0;Point;Tombb;198;Continuous;0;25; ;0;236;508;26;989;-209;2012-2013;6;209;30.44460855;19.61438122
222;0;Point;Tombb;198;Continuous;0;25; ;0;237;509;26;1000;-209;2012-2013;6;209;30.44460756;19.61447769
223;0;Point;Tombb;198;Continuous;0;25; ;0;238;510;26;988;-215;2012-2013;6;215;30.44455602;19.61437191
224;0;Point;Tombb;198;Continuous;0;25; ;0;239;511;26;987;-211;2012-2013;6;211;30.44459119;19.6143635
225;0;Point;Tombb;198;Continuous;0;25; ;0;240;512;26;986;-219;2012-2013;6;219;30.44452112;19.61435401
226;0;Point;Tombb;198;Continuous;0;25; ;0;241;513;26;984;-211;2012-2013;6;211;30.44459146;19.61433719
227;0;Point;Tombb;198;Continuous;0;25; ;0;242;514;26;987;-205;2012-2013;6;205;30.44464381;19.61436404
228;0;Point;Tombb;198;Continuous;0;25; ;0;243;515;26;984;-205;2012-2013;6;205;30.44464408;19.61433773
229;0;Point;Tombb;198;Continuous;0;25; ;0;244;516;26;980;-208;2012-2013;6;208;30.44461813;19.61430238
230;0;Point;Tombb;198;Continuous;0;25; ;0;245;518;26;1023;-236;2012-2013;6;236;30.44436871;19.61467696
231;0;Point;Tombb;198;Continuous;0;25; ;0;246;519;26;988;-198;2012-2013;6;198;30.4447051;19.61437344
232;0;Point;Tombb;198;Continuous;0;25; ;0;247;520;26;983;-199;2012-2013;6;199;30.44469678;19.6143295
233;0;Point;Tombb;198;Continuous;0;25; ;0;248;525;26;985;-195;2012-2013;6;195;30.44473168;19.6143474
234;0;Point;Tombb;198;Continuous;0;25; ;0;249;529;26;1003;-197;2012-2013;6;197;30.44471252;19.61450508
235;0;Point;Tombb;198;Continuous;0;25; ;0;250;532;26;996;-198;2012-2013;6;198;30.44470438;19.6144436
236;0;Point;Tombb;198;Continuous;0;25; ;0;251;535;26;992;-198;2012-2013;6;198;30.44470474;19.61440852
237;0;Point;Tombb;198;Continuous;0;25; ;0;252;536;26;994;-196;2012-2013;6;196;30.4447221;19.61442624
238;0;Point;Tombb;198;Continuous;0;25; ;0;253;537;1;1043;-258;2012-2013;3;258;30.44417398;19.61485037
239;0;Point;Tombb;198;Continuous;0;25; ;0;254;538;1;1045;-260;2012-2013;1;260;30.44415626;19.61486773
240;0;Point;Tombb;198;Continuous;0;25; ;0;255;539;1;1046;-258;2012-2013;1;258;30.44417371;19.61487668
241;0;Point;Tombb;198;Continuous;0;25; ;0;256;540;1;1048;-268;2012-2013;1;268;30.44408583;19.61489331
242;0;Point;Tombb;198;Continuous;0;25; ;0;257;541;1;1048;-257;2012-2013;1;257;30.4441823;19.6148943
243;0;Point;Tombb;198;Continuous;0;25; ;0;258;542;26;1015;-238;2012-2013;6;238;30.44435189;19.61460662
244;0;Point;Tombb;198;Continuous;0;25; ;0;260;301;3;1086;-310;2004-2005;4;310;30.44371409;19.61522278
245;0;Point;Tombb;198;Continuous;0;25; ;0;261;616;30;980;-192;2016-2017;0;192;30.44475844;19.61430383
246;0;Point;Tombb;198;Continuous;0;25; ;0;262;617;30;964;-196;2016-2017;0;196;30.4447248;19.61416315
247;0;Point;Tombb;198;Continuous;0;25; ;0;264;618;30;978;-187;2016-2017;0;187;30.44480247;19.61428674
248;0;Point;Tombb;198;Continuous;0;25; ;0;265;619;30;978;-184;2016-2017;0;184;30.44482878;19.61428701
249;0;Point;Tombb;198;Continuous;0;25; ;0;266;620;30;973;-195;2016-2017;0;195;30.44473276;19.61424217
250;0;Point;Tombb;198;Continuous;0;25; ;0;267;621;30;972;-192;2016-2017;0;192;30.44475916;19.61423367
251;0;Point;Tombb;198;Continuous;0;25; ;0;268;622;30;975;-186;2016-2017;0;186;30.44481151;19.61426052
252;0;Point;Tombb;198;Continuous;0;25; ;0;269;623;30;972;-186;2016-2017;0;186;30.44481178;19.61423421
253;0;Point;Tombb;198;Continuous;0;25; ;0;270;624;30;968;-189;2016-2017;0;189;30.44478583;19.61419886
254;0;Point;Tombb;198;Continuous;0;25; ;0;271;625;30;968;-162;2016-2017;0;162;30.44502261;19.61420129
255;0;Point;Tombb;198;Continuous;0;25; ;0;272;626;30;967;-185;2016-2017;0;185;30.444821;19.61419045
256;0;Point;Tombb;198;Continuous;0;25; ;0;273;627;30;978;-181;2016-2017;0;181;30.44485509;19.61428728
257;0;Point;Tombb;198;Continuous;0;25; ;0;274;628;30;975;-183;2016-2017;0;183;30.44483782;19.61426079
258;0;Point;Tombb;198;Continuous;0;25; ;0;275;629;30;971;-184;2016-2017;0;184;30.44482941;19.61422562
259;0;Point;Tombb;198;Continuous;0;25; ;0;276;630;30;971;-180;2016-2017;0;180;30.44486449;19.61422598
260;0;Point;Tombb;198;Continuous;0;25; ;0;277;631;30;979;-177;2016-2017;0;177;30.44489007;19.61429641
261;0;Point;Tombb;198;Continuous;0;25; ;0;278;632;30;975;-175;2016-2017;0;175;30.44490797;19.61426151
262;0;Point;Tombb;198;Continuous;0;25; ;0;279;633;30;977;-173;2016-2017;0;173;30.44492533;19.61427923
263;0;Point;Tombb;198;Continuous;0;25; ;0;280;634;30;973;-195;2016-2017;0;195;30.44473276;19.61424217
264;0;Point;Tombb;198;Continuous;0;25; ;0;281;635;30;974;-173;2016-2017;0;173;30.4449256;19.61425292
265;0;Point;Tombb;198;Continuous;0;25; ;0;282;636;30;972;-172;2016-2017;0;172;30.44493455;19.61423547
266;0;Point;Tombb;198;Continuous;0;25; ;0;283;637;30;969;-170;2016-2017;0;170;30.44495236;19.61420934
267;0;Point;Tombb;198;Continuous;0;25; ;0;284;638;30;969;-175;2016-2017;0;175;30.44490851;19.61420889
268;0;Point;Tombb;198;Continuous;0;25; ;0;285;639;30;962;-193;2016-2017;0;193;30.44475129;19.61414588
269;0;Point;Tombb;198;Continuous;0;25; ;0;286;640;30;975;-167;2016-2017;0;167;30.44497813;19.61426223
270;0;Point;Tombb;198;Continuous;0;25; ;0;287;641;30;974;-170;2016-2017;0;170;30.44495191;19.61425319
271;0;Point;Tombb;198;Continuous;0;25; ;0;288;642;30;970;-167;2016-2017;0;167;30.44497858;19.61421838
272;0;Point;Tombb;198;Continuous;0;25; ;0;289;643;30;976;-162;2016-2017;0;162;30.44502189;19.61427145
273;0;Point;Tombb;198;Continuous;0;25; ;0;290;644;30;977;-157;2016-2017;0;157;30.44506565;19.61428067
274;0;Point;Tombb;198;Continuous;0;25; ;0;291;645;30;966;-162;2016-2017;0;162;30.44502279;19.61418375
275;0;Point;Tombb;198;Continuous;0;25; ;0;292;646;30;964;-165;2016-2017;0;165;30.44499666;19.61416594
276;0;Point;Tombb;198;Continuous;0;25; ;0;293;647;30;965;-170;2016-2017;0;170;30.44495272;19.61417426
277;0;Point;Tombb;198;Continuous;0;25; ;0;294;648;30;965;-173;2016-2017;0;173;30.44492641;19.61417399
278;0;Point;Tombb;198;Continuous;0;25; ;0;295;649;30;960;-169;2016-2017;0;169;30.44496194;19.6141305
279;0;Point;Tombb;198;Continuous;0;25; ;0;296;650;30;960;-165;2016-2017;0;165;30.44499702;19.61413086
280;0;Point;Tombb;198;Continuous;0;25; ;0;297;651;30;965;-164;2016-2017;0;164;30.44500534;19.6141748
281;0;Point;Tombb;198;Continuous;0;25; ;0;298;652;30;962;-173;2016-2017;0;173;30.44492668;19.61414768
282;0;Point;Tombb;198;Continuous;0;25; ;0;299;653;30;953;-171;2016-2017;0;171;30.44494503;19.61406894
283;0;Point;Tombb;198;Continuous;0;25; ;0;300;655;30;963;-171;2016-2017;0;171;30.44494413;19.61415663
284;0;Point;Tombb;198;Continuous;0;25; ;0;301;656;30;967;-160;2016-2017;0;160;30.44504024;19.6141927
285;0;Point;Tombb;198;Continuous;0;25; ;0;302;657;30;965;-179;2016-2017;0;179;30.4448738;19.61417345
286;0;Point;Tombb;198;Continuous;0;25; ;0;303;658;30;965;-187;2016-2017;0;187;30.44480364;19.61417273
287;0;Point;Tombb;198;Continuous;0;25; ;0;304;659;30;963;-167;2016-2017;0;167;30.44497921;19.61415699
288;0;Point;Tombb;198;Continuous;0;25; ;0;305;660;32;907;-168;2016-2017;0;168;30.44497548;19.61366581
289;0;Point;Tombb;198;Continuous;0;25; ;0;306;661;32;907;-164;2016-2017;0;164;30.44501056;19.61366617
290;0;Point;Tombb;198;Continuous;0;25; ;0;307;662;32;906;-173;2016-2017;0;173;30.44493173;19.61365659
291;0;Point;Tombb;198;Continuous;0;25; ;0;308;663;32;909;-172;2016-2017;0;172;30.44494023;19.61368299
292;0;Point;Tombb;198;Continuous;0;25; ;0;309;664;30;986;-191;2016-2017;0;191;30.44476667;19.61435653
293;0;Point;Tombb;198;Continuous;0;25; ;0;310;665;30;989;-194;2016-2017;0;194;30.44474009;19.61438257
294;0;Point;Tombb;198;Continuous;0;25; ;0;311;666;30;988;-191;2016-2017;0;191;30.44476649;19.61437407
295;0;Point;Tombb;198;Continuous;0;25; ;0;312;667;30;960;-159;2016-2017;0;159;30.44504964;19.6141314
296;0;Point;Tombb;198;Continuous;0;25; ;0;313;668;30;961;-161;2016-2017;0;161;30.44503201;19.61413999
297;0;Point;Tombb;198;Continuous;0;25; ;0;314;669;30;957;-158;2016-2017;0;158;30.44505868;19.61410519
298;0;Point;Tombb;198;Continuous;0;25; ;0;315;670;30;956;-161;2016-2017;0;161;30.44503246;19.61409615
299;0;Point;Tombb;198;Continuous;0;25; ;0;316;671;30;962;-157;2016-2017;0;157;30.445067;19.61414912
300;0;Point;Tombb;198;Continuous;0;25; ;0;317;672;30;956;-154; ;0;154;30.44509385;19.61409678
301;0;Point;Tombb;198;Continuous;0;25; ;0;318;673;30;961;-153; ;0;153;30.44510217;19.61414071
302;0;Point;Tombb;198;Continuous;0;25; ;0;319;674;30;965;-154; ;0;154;30.44509304;19.6141757
303;0;Point;Tombb;198;Continuous;0;25; ;0;320;675;30;968;-155; ;0;155;30.445084;19.61420192
304;0;Point;Tombb;198;Continuous;0;25; ;0;321;676;30;968;-151; ;0;151;30.44511907;19.61420228
305;0;Point;Tombb;198;Continuous;0;25; ;0;322;677;30;962;-151; ;0;151;30.44511961;19.61414966
306;0;Point;Tombb;198;Continuous;0;25; ;0;323;678;30;960;-151; ;0;151;30.44511979;19.61413213
307;0;Point;Tombb;198;Continuous;0;25; ;0;324;679;30;958;-151; ;0;151;30.44511997;19.61411459
308;0;Point;Tombb;198;Continuous;0;25; ;0;325;680;30;969;-147; ;0;147;30.44515406;19.61421141
309;0;Point;Tombb;198;Continuous;0;25; ;0;326;681;30;968;-145; ;0;145;30.44517169;19.61420282
310;0;Point;Tombb;198;Continuous;0;25; ;0;327;682;30;963;-146; ;0;146;30.44516337;19.61415888
311;0;Point;Tombb;198;Continuous;0;25; ;0;328;683;30;957;-148; ;0;148;30.44514637;19.61410609
312;0;Point;Tombb;198;Continuous;0;25; ;0;329;684;30;957;-145; ;0;145;30.44517268;19.61410636
313;0;Point;Tombb;198;Continuous;0;25; ;0;330;685;30;956;-147; ;0;147;30.44515523;19.61409741
314;0;Point;Tombb;198;Continuous;0;25; ;0;331;686;30;969;-142; ;0;142;30.44519791;19.61421186
315;0;Point;Tombb;198;Continuous;0;25; ;0;332;687;30;962;-142; ;0;142;30.44519854;19.61415047
316;0;Point;Tombb;198;Continuous;0;25; ;0;333;688;30;969;-136; ;0;136;30.44525053;19.6142124
317;0;Point;Tombb;198;Continuous;0;25; ;0;334;689;30;960;-139; ;0;139;30.44522503;19.61413321
318;0;Point;Tombb;198;Continuous;0;25; ;0;335;690;30;958;-139; ;0;139;30.44522521;19.61411567
319;0;Point;Tombb;198;Continuous;0;25; ;0;336;691;30;965;-146; ;0;146;30.44516319;19.61417642
320;0;Point;Tombb;198;Continuous;0;25; ;0;337;692;30;964;-135; ;0;135;30.44525975;19.61416864
321;0;Point;Tombb;198;Continuous;0;25; ;0;338;693;30;960;-136; ;0;136;30.44525134;19.61413348
322;0;Point;Tombb;198;Continuous;0;25; ;0;339;694;30;957;-136; ;0;136;30.44525161;19.61410717
323;0;Point;Tombb;198;Continuous;0;25; ;0;340;0;33;0;0;1915;0;0;30.44653044;19.60572692
324;0;Point;Tombb;198;Continuous;0;25; ;0;341;0;33;0;0;1915;0;0;30.44653044;19.60572692
325;0;Point;Tombb;198;Continuous;0;25; ;0;342;0;33;0;0;1915;0;0;30.44653044;19.60572692
326;0;Point;Tombb;198;Continuous;0;25; ;0;343;0;33;0;0;1915;0;0;30.44653044;19.60572692
327;0;Point;Tombb;198;Continuous;0;25; ;0;344;0;33;0;0;1915;0;0;30.44653044;19.60572692
328;0;Point;Tombb;198;Continuous;0;25; ;0;345;0;33;0;0;1915;0;0;30.44653044;19.60572692
329;0;Point;Tombb;198;Continuous;0;25; ;0;346;0;33;0;0;1915;0;0;30.44653044;19.60572692
330;0;Point;Tombb;198;Continuous;0;25; ;0;347;0;33;0;0;1915;0;0;30.44653044;19.60572692
331;0;Point;Tombb;198;Continuous;0;25; ;0;348;0;33;0;0;1915;0;0;30.44653044;19.60572692
332;0;Point;Tombb;198;Continuous;0;25; ;0;349;0;33;0;0;1915;0;0;30.44653044;19.60572692
333;0;Point;Tombb;198;Continuous;0;25; ;0;350;0;33;0;0;1915;0;0;30.44653044;19.60572692
334;0;Point;Tombb;198;Continuous;0;25; ;0;351;0;33;0;0;1915;0;0;30.44653044;19.60572692
335;0;Point;Tombb;198;Continuous;0;25; ;0;352;0;33;0;0;1915;0;0;30.44653044;19.60572692
336;0;Point;Tombb;198;Continuous;0;25; ;0;353;0;33;0;0;1915;0;0;30.44653044;19.60572692
337;0;Point;Tombb;198;Continuous;0;25; ;0;354;0;33;0;0;1915;0;0;30.44653044;19.60572692
338;0;Point;Tombb;198;Continuous;0;25; ;0;355;0;33;0;0;1915;0;0;30.44653044;19.60572692
339;0;Point;Tombb;198;Continuous;0;25; ;0;356;0;33;0;0;1915;0;0;30.44653044;19.60572692
340;0;Point;Tombb;198;Continuous;0;25; ;0;357;0;33;0;0;1915;0;0;30.44653044;19.60572692
341;0;Point;Tombb;198;Continuous;0;25; ;0;358;0;33;0;0;1915;0;0;30.44653044;19.60572692
342;0;Point;Tombb;198;Continuous;0;25; ;0;359;0;33;0;0;1915;0;0;30.44653044;19.60572692
343;0;Point;Tombb;198;Continuous;0;25; ;0;360;0;33;0;0;1915;0;0;30.44653044;19.60572692
344;0;Point;Tombb;198;Continuous;0;25; ;0;361;0;33;0;0;1915;0;0;30.44653044;19.60572692
345;0;Point;Tombb;198;Continuous;0;25; ;0;362;0;33;0;0;1915;0;0;30.44653044;19.60572692
346;0;Point;Tombb;198;Continuous;0;25; ;0;363;0;33;0;0;1915;0;0;30.44653044;19.60572692
347;0;Point;Tombb;198;Continuous;0;25; ;0;364;0;33;0;0;1915;0;0;30.44653044;19.60572692
348;0;Point;Tombb;198;Continuous;0;25; ;0;365;0;33;0;0;1915;0;0;30.44653044;19.60572692
349;0;Point;Tombb;198;Continuous;0;25; ;0;366;0;33;0;0;1915;0;0;30.44653044;19.60572692
350;0;Point;Tombb;198;Continuous;0;25; ;0;367;0;33;0;0;1915;0;0;30.44653044;19.60572692
351;0;Point;Tombb;198;Continuous;0;25; ;0;368;0;33;0;0;1915;0;0;30.44653044;19.60572692
352;0;Point;Tombb;198;Continuous;0;25; ;0;369;0;33;0;0;1915;0;0;30.44653044;19.60572692
353;0;Point;Tombb;198;Continuous;0;25; ;0;370;0;33;0;0;1915;0;0;30.44653044;19.60572692
354;0;Point;Tombb;198;Continuous;0;25; ;0;371;0;33;0;0;1915;0;0;30.44653044;19.60572692
355;0;Point;Tombb;198;Continuous;0;25; ;0;372;0;33;0;0;1915;0;0;30.44653044;19.60572692
356;0;Point;Tombb;198;Continuous;0;25; ;0;373;0;33;0;0;1915;0;0;30.44653044;19.60572692
357;0;Point;Tombb;198;Continuous;0;25; ;0;374;0;33;0;0;1915;0;0;30.44653044;19.60572692
358;0;Point;Tombb;198;Continuous;0;25; ;0;375;0;33;0;0;1915;0;0;30.44653044;19.60572692
359;0;Point;Tombb;198;Continuous;0;25; ;0;376;0;33;0;0;1915;0;0;30.44653044;19.60572692
360;0;Point;Tombb;198;Continuous;0;25; ;0;377;0;33;0;0;1916;0;0;30.44653044;19.60572692
361;0;Point;Tombb;198;Continuous;0;25; ;0;378;0;33;0;0;1916;0;0;30.44653044;19.60572692
362;0;Point;Tombb;198;Continuous;0;25; ;0;379;0;33;0;0;1916;0;0;30.44653044;19.60572692
363;0;Point;Tombb;198;Continuous;0;25; ;0;380;0;33;0;0;1916;0;0;30.44653044;19.60572692
364;0;Point;Tombb;198;Continuous;0;25; ;0;381;0;33;0;0;1916;0;0;30.44653044;19.60572692
365;0;Point;Tombb;198;Continuous;0;25; ;0;382;0;33;0;0;1916;0;0;30.44653044;19.60572692
366;0;Point;Tombb;198;Continuous;0;25; ;0;383;0;33;0;0;1916;0;0;30.44653044;19.60572692
367;0;Point;Tombb;198;Continuous;0;25; ;0;384;0;33;0;0;1916;0;0;30.44653044;19.60572692
368;0;Point;Tombb;198;Continuous;0;25; ;0;385;0;33;0;0;1916;0;0;30.44653044;19.60572692
369;0;Point;Tombb;198;Continuous;0;25; ;0;386;0;33;0;0;1916;0;0;30.44653044;19.60572692
370;0;Point;Tombb;198;Continuous;0;25; ;0;387;0;33;0;0;1916;0;0;30.44653044;19.60572692
371;0;Point;Tombb;198;Continuous;0;25; ;0;388;0;33;0;0;1916;0;0;30.44653044;19.60572692
372;0;Point;Tombb;198;Continuous;0;25; ;0;389;0;33;0;0;1916;0;0;30.44653044;19.60572692
373;0;Point;Tombb;198;Continuous;0;25; ;0;390;0;33;0;0;1916;0;0;30.44653044;19.60572692
374;0;Point;Tombb;198;Continuous;0;25; ;0;391;0;33;0;0;1916;0;0;30.44653044;19.60572692
375;0;Point;Tombb;198;Continuous;0;25; ;0;392;0;33;0;0;1916;0;0;30.44653044;19.60572692
376;0;Point;Tombb;198;Continuous;0;25; ;0;393;0;33;0;0;1916;0;0;30.44653044;19.60572692
377;0;Point;Tombb;198;Continuous;0;25; ;0;394;0;33;0;0;1916;0;0;30.44653044;19.60572692
378;0;Point;Tombb;198;Continuous;0;25; ;0;395;0;33;0;0;1916;0;0;30.44653044;19.60572692
379;0;Point;Tombb;198;Continuous;0;25; ;0;396;0;33;0;0;1916;0;0;30.44653044;19.60572692
380;0;Point;Tombb;198;Continuous;0;25; ;0;397;0;33;0;0;1916;0;0;30.44653044;19.60572692
381;0;Point;Tombb;198;Continuous;0;25; ;0;398;0;33;0;0;1916;0;0;30.44653044;19.60572692
382;0;Point;Tombb;198;Continuous;0;25; ;0;399;0;33;0;0;1916;0;0;30.44653044;19.60572692
383;0;Point;Tombb;198;Continuous;0;25; ;0;400;0;33;0;0;1916;0;0;30.44653044;19.60572692
384;0;Point;Tombb;198;Continuous;0;25; ;0;401;0;33;0;0;1916;0;0;30.44653044;19.60572692
385;0;Point;Tombb;198;Continuous;0;25; ;0;402;0;33;0;0;1916;0;0;30.44653044;19.60572692
386;0;Point;Tombb;198;Continuous;0;25; ;0;403;0;33;0;0;1916;0;0;30.44653044;19.60572692
387;0;Point;Tombb;198;Continuous;0;25; ;0;404;0;33;0;0;1916;0;0;30.44653044;19.60572692
388;0;Point;Tombb;198;Continuous;0;25; ;0;405;0;33;0;0;1916;0;0;30.44653044;19.60572692
389;0;Point;Tombb;198;Continuous;0;25; ;0;406;0;33;0;0;1916;0;0;30.44653044;19.60572692
390;0;Point;Tombb;198;Continuous;0;25; ;0;407;0;33;0;0;1916;0;0;30.44653044;19.60572692
391;0;Point;Tombb;198;Continuous;0;25; ;0;408;0;33;0;0;1916;0;0;30.44653044;19.60572692
392;0;Point;Tombb;198;Continuous;0;25; ;0;409;0;33;0;0;1916;0;0;30.44653044;19.60572692
393;0;Point;Tombb;198;Continuous;0;25; ;0;410;0;33;0;0;1916;0;0;30.44653044;19.60572692
394;0;Point;Tombb;198;Continuous;0;25; ;0;411;0;33;0;0;1916;0;0;30.44653044;19.60572692
395;0;Point;Tombb;198;Continuous;0;25; ;0;412;0;33;0;0;1916;0;0;30.44653044;19.60572692
396;0;Point;Tombb;198;Continuous;0;25; ;0;413;0;33;0;0;1916;0;0;30.44653044;19.60572692
397;0;Point;Tombb;198;Continuous;0;25; ;0;414;0;33;0;0;1916;0;0;30.44653044;19.60572692
398;0;Point;Tombb;198;Continuous;0;25; ;0;415;0;33;0;0;1916;0;0;30.44653044;19.60572692
399;0;Point;Tombb;198;Continuous;0;25; ;0;416;0;33;0;0;1916;0;0;30.44653044;19.60572692
400;0;Point;Tombb;198;Continuous;0;25; ;0;417;0;33;0;0;1916;0;0;30.44653044;19.60572692
401;0;Point;Tombb;198;Continuous;0;25; ;0;418;0;33;0;0;1916;0;0;30.44653044;19.60572692
402;0;Point;Tombb;198;Continuous;0;25; ;0;419;0;33;0;0;1916;0;0;30.44653044;19.60572692
403;0;Point;Tombb;198;Continuous;0;25; ;0;420;0;33;0;0;1916;0;0;30.44653044;19.60572692
404;0;Point;Tombb;198;Continuous;0;25; ;0;421;0;33;0;0;1916;0;0;30.44653044;19.60572692
405;0;Point;Tombb;198;Continuous;0;25; ;0;422;0;33;0;0;1916;0;0;30.44653044;19.60572692
406;0;Point;Tombb;198;Continuous;0;25; ;0;423;0;33;0;0;1916;0;0;30.44653044;19.60572692
407;0;Point;Tombb;198;Continuous;0;25; ;0;424;0;33;0;0;1916;0;0;30.44653044;19.60572692
408;0;Point;Tombb;198;Continuous;0;25; ;0;425;0;33;0;0;1916;0;0;30.44653044;19.60572692
409;0;Point;Tombb;198;Continuous;0;25; ;0;426;0;33;0;0;1916;0;0;30.44653044;19.60572692
410;0;Point;Tombb;198;Continuous;0;25; ;0;427;0;33;0;0;1916;0;0;30.44653044;19.60572692
411;0;Point;Tombb;198;Continuous;0;25; ;0;428;0;33;0;0;1916;0;0;30.44653044;19.60572692
412;0;Point;Tombb;198;Continuous;0;25; ;0;429;0;33;0;0;1916;0;0;30.44653044;19.60572692
413;0;Point;Tombb;198;Continuous;0;25; ;0;430;0;33;0;0;1916;0;0;30.44653044;19.60572692
414;0;Point;Tombb;198;Continuous;0;25; ;0;431;0;33;0;0;1916;0;0;30.44653044;19.60572692
415;0;Point;Tombb;198;Continuous;0;25; ;0;432;0;33;0;0;1916;0;0;30.44653044;19.60572692
416;0;Point;Tombb;198;Continuous;0;25; ;0;433;0;33;0;0;1916;0;0;30.44653044;19.60572692
417;0;Point;Tombb;198;Continuous;0;25; ;0;434;0;33;0;0;1916;0;0;30.44653044;19.60572692
418;0;Point;Tombb;198;Continuous;0;25; ;0;435;0;33;0;0;1916;0;0;30.44653044;19.60572692
419;0;Point;Tombb;198;Continuous;0;25; ;0;436;0;33;0;0;1916;0;0;30.44653044;19.60572692
420;0;Point;Tombb;198;Continuous;0;25; ;0;437;0;33;0;0;1916;0;0;30.44653044;19.60572692
421;0;Point;Tombb;198;Continuous;0;25; ;0;438;0;33;0;0;1916;0;0;30.44653044;19.60572692
422;0;Point;Tombb;198;Continuous;0;25; ;0;439;0;33;0;0;1916;0;0;30.44653044;19.60572692
423;0;Point;Tombb;198;Continuous;0;25; ;0;440;0;33;0;0;1916;0;0;30.44653044;19.60572692
424;0;Point;Tombb;198;Continuous;0;25; ;0;441;0;33;0;0;1916;0;0;30.44653044;19.60572692
425;0;Point;Tombb;198;Continuous;0;25; ;0;442;0;33;0;0;1916;0;0;30.44653044;19.60572692
426;0;Point;Tombb;198;Continuous;0;25; ;0;443;0;33;0;0;1916;0;0;30.44653044;19.60572692
427;0;Point;Tombb;198;Continuous;0;25; ;0;444;0;33;0;0;1916;0;0;30.44653044;19.60572692
428;0;Point;Tombb;198;Continuous;0;25; ;0;445;0;33;0;0;1916;0;0;30.44653044;19.60572692
429;0;Point;Tombb;198;Continuous;0;25; ;0;446;0;33;0;0;1916;0;0;30.44653044;19.60572692
430;0;Point;Tombb;198;Continuous;0;25; ;0;447;0;33;0;0;1916;0;0;30.44653044;19.60572692
431;0;Point;Tombb;198;Continuous;0;25; ;0;448;0;33;0;0;1916;0;0;30.44653044;19.60572692
432;0;Point;Tombb;198;Continuous;0;25; ;0;449;0;33;0;0;1916;0;0;30.44653044;19.60572692
433;0;Point;Tombb;198;Continuous;0;25; ;0;450;0;33;0;0;1916;0;0;30.44653044;19.60572692
434;0;Point;Tombb;198;Continuous;0;25; ;0;451;0;33;0;0;1916;0;0;30.44653044;19.60572692
435;0;Point;Tombb;198;Continuous;0;25; ;0;452;0;33;0;0;1916;0;0;30.44653044;19.60572692
436;0;Point;Tombb;198;Continuous;0;25; ;0;453;0;33;0;0;1916;0;0;30.44653044;19.60572692
437;0;Point;Tombb;198;Continuous;0;25; ;0;454;0;33;0;0;1916;0;0;30.44653044;19.60572692
438;0;Point;Tombb;198;Continuous;0;25; ;0;455;0;33;0;0;1916;0;0;30.44653044;19.60572692
439;0;Point;Tombb;198;Continuous;0;25; ;0;456;0;33;0;0;1916;0;0;30.44653044;19.60572692
440;0;Point;Tombb;198;Continuous;0;25; ;0;457;0;33;0;0;1916;0;0;30.44653044;19.60572692
441;0;Point;Tombb;198;Continuous;0;25; ;0;458;0;33;0;0;1916;0;0;30.44653044;19.60572692
442;0;Point;Tombb;198;Continuous;0;25; ;0;459;0;33;0;0;1916;0;0;30.44653044;19.60572692
443;0;Point;Tombb;198;Continuous;0;25; ;0;460;0;33;0;0;1916;0;0;30.44653044;19.60572692
444;0;Point;Tombb;198;Continuous;0;25; ;0;461;0;33;0;0;1916;0;0;30.44653044;19.60572692
445;0;Point;Tombb;198;Continuous;0;25; ;0;462;0;33;0;0;1916;0;0;30.44653044;19.60572692
446;0;Point;Tombb;198;Continuous;0;25; ;0;463;0;33;0;0;1916;0;0;30.44653044;19.60572692
447;0;Point;Tombb;198;Continuous;0;25; ;0;464;0;33;0;0;1916;0;0;30.44653044;19.60572692
448;0;Point;Tombb;198;Continuous;0;25; ;0;465;0;33;0;0;1916;0;0;30.44653044;19.60572692
449;0;Point;Tombb;198;Continuous;0;25; ;0;466;0;33;0;0;1916;0;0;30.44653044;19.60572692
450;0;Point;Tombb;198;Continuous;0;25; ;0;467;0;33;0;0;1916;0;0;30.44653044;19.60572692
451;0;Point;Tombb;198;Continuous;0;25; ;0;468;0;33;0;0;1916;0;0;30.44653044;19.60572692
452;0;Point;Tombb;198;Continuous;0;25; ;0;469;0;33;0;0;1916;0;0;30.44653044;19.60572692
453;0;Point;Tombb;198;Continuous;0;25; ;0;470;0;33;0;0;1916;0;0;30.44653044;19.60572692
454;0;Point;Tombb;198;Continuous;0;25; ;0;471;0;33;0;0;1916;0;0;30.44653044;19.60572692
455;0;Point;Tombb;198;Continuous;0;25; ;0;472;0;33;0;0;1916;0;0;30.44653044;19.60572692
456;0;Point;Tombb;198;Continuous;0;25; ;0;473;0;33;0;0;1916;0;0;30.44653044;19.60572692
457;0;Point;Tombb;198;Continuous;0;25; ;0;474;0;33;0;0;1916;0;0;30.44653044;19.60572692
458;0;Point;Tombb;198;Continuous;0;25; ;0;475;0;33;0;0;1916;0;0;30.44653044;19.60572692
459;0;Point;Tombb;198;Continuous;0;25; ;0;476;0;33;0;0;1916;0;0;30.44653044;19.60572692
460;0;Point;Tombb;198;Continuous;0;25; ;0;477;0;33;0;0;1916;0;0;30.44653044;19.60572692
