FID;FID_;Entity;Layer;Color;Linetype;Elevation;LineWt;RefName;Angle;IDTombe;Inventaire;Secteur;Coordonnee;Coordonn_1;Campagne;Datation;Anciennes_;POINT_X;POINT_Y
461;0;Point;Tombb;198;Continuous;0;25; ;0;478;0;33;0;0;1916;0;0;30.44653044;19.60572692
462;0;Point;Tombb;198;Continuous;0;25; ;0;479;0;33;0;0;1916;0;0;30.44653044;19.60572692
463;0;Point;Tombb;198;Continuous;0;25; ;0;480;0;33;0;0;1916;0;0;30.44653044;19.60572692
464;0;Point;Tombb;198;Continuous;0;25; ;0;481;0;33;0;0;1916;0;0;30.44653044;19.60572692
465;0;Point;Tombb;198;Continuous;0;25; ;0;482;0;33;0;0;1916;0;0;30.44653044;19.60572692
466;0;Point;Tombb;198;Continuous;0;25; ;0;483;0;33;0;0;1916;0;0;30.44653044;19.60572692
467;0;Point;Tombb;198;Continuous;0;25; ;0;484;0;33;0;0;1916;0;0;30.44653044;19.60572692
468;0;Point;Tombb;198;Continuous;0;25; ;0;485;0;33;0;0;1916;0;0;30.44653044;19.60572692
469;0;Point;Tombb;198;Continuous;0;25; ;0;486;0;33;0;0;1916;0;0;30.44653044;19.60572692
470;0;Point;Tombb;198;Continuous;0;25; ;0;487;0;33;0;0;1916;0;0;30.44653044;19.60572692
471;0;Point;Tombb;198;Continuous;0;25; ;0;488;0;33;0;0;1916;0;0;30.44653044;19.60572692
472;0;Point;Tombb;198;Continuous;0;25; ;0;489;0;33;0;0;1916;0;0;30.44653044;19.60572692
473;0;Point;Tombb;198;Continuous;0;25; ;0;490;0;33;0;0;1916;0;0;30.44653044;19.60572692
474;0;Point;Tombb;198;Continuous;0;25; ;0;491;0;33;0;0;1916;0;0;30.44653044;19.60572692
475;0;Point;Tombb;198;Continuous;0;25; ;0;492;0;33;0;0;1916;0;0;30.44653044;19.60572692
476;0;Point;Tombb;198;Continuous;0;25; ;0;493;0;33;0;0;1916;0;0;30.44653044;19.60572692
477;0;Point;Tombb;198;Continuous;0;25; ;0;494;0;33;0;0;1916;0;0;30.44653044;19.60572692
478;0;Point;Tombb;198;Continuous;0;25; ;0;495;0;33;0;0;1916;0;0;30.44653044;19.60572692
479;0;Point;Tombb;198;Continuous;0;25; ;0;496;0;33;0;0;1916;0;0;30.44653044;19.60572692
480;0;Point;Tombb;198;Continuous;0;25; ;0;497;0;33;0;0;1916;0;0;30.44653044;19.60572692
481;0;Point;Tombb;198;Continuous;0;25; ;0;498;0;33;0;0;1916;0;0;30.44653044;19.60572692
482;0;Point;Tombb;198;Continuous;0;25; ;0;499;0;33;0;0;1916;0;0;30.44653044;19.60572692
483;0;Point;Tombb;198;Continuous;0;25; ;0;500;0;33;0;0;1916;0;0;30.44653044;19.60572692
484;0;Point;Tombb;198;Continuous;0;25; ;0;501;0;33;0;0;1916;0;0;30.44653044;19.60572692
485;0;Point;Tombb;198;Continuous;0;25; ;0;502;0;33;0;0;1916;0;0;30.44653044;19.60572692
486;0;Point;Tombb;198;Continuous;0;25; ;0;503;0;33;0;0;1916;0;0;30.44653044;19.60572692
487;0;Point;Tombb;198;Continuous;0;25; ;0;504;0;33;0;0;1916;0;0;30.44653044;19.60572692
488;0;Point;Tombb;198;Continuous;0;25; ;0;505;0;33;0;0;1916;0;0;30.44653044;19.60572692
489;0;Point;Tombb;198;Continuous;0;25; ;0;506;0;33;0;0;1916;0;0;30.44653044;19.60572692
490;0;Point;Tombb;198;Continuous;0;25; ;0;507;0;33;0;0;1916;0;0;30.44653044;19.60572692
491;0;Point;Tombb;198;Continuous;0;25; ;0;508;0;33;0;0;1916;0;0;30.44653044;19.60572692
492;0;Point;Tombb;198;Continuous;0;25; ;0;509;0;33;0;0;1916;0;0;30.44653044;19.60572692
493;0;Point;Tombb;198;Continuous;0;25; ;0;510;0;33;0;0;1916;0;0;30.44653044;19.60572692
494;0;Point;Tombb;198;Continuous;0;25; ;0;511;0;33;0;0;1916;0;0;30.44653044;19.60572692
495;0;Point;Tombb;198;Continuous;0;25; ;0;512;0;33;0;0;1916;0;0;30.44653044;19.60572692
496;0;Point;Tombb;198;Continuous;0;25; ;0;513;0;33;0;0;1916;0;0;30.44653044;19.60572692
497;0;Point;Tombb;198;Continuous;0;25; ;0;514;0;33;0;0;1916;0;0;30.44653044;19.60572692
498;0;Point;Tombb;198;Continuous;0;25; ;0;515;0;33;0;0;1916;0;0;30.44653044;19.60572692
499;0;Point;Tombb;198;Continuous;0;25; ;0;516;0;33;0;0;1916;0;0;30.44653044;19.60572692
500;0;Point;Tombb;198;Continuous;0;25; ;0;517;0;33;0;0;1916;0;0;30.44653044;19.60572692
501;0;Point;Tombb;198;Continuous;0;25; ;0;518;0;33;0;0;1916;0;0;30.44653044;19.60572692
502;0;Point;Tombb;198;Continuous;0;25; ;0;519;0;33;0;0;1916;0;0;30.44653044;19.60572692
503;0;Point;Tombb;198;Continuous;0;25; ;0;520;0;33;0;0;1916;0;0;30.44653044;19.60572692
504;0;Point;Tombb;198;Continuous;0;25; ;0;521;0;33;0;0;1916;0;0;30.44653044;19.60572692
505;0;Point;Tombb;198;Continuous;0;25; ;0;522;0;33;0;0;1916;0;0;30.44653044;19.60572692
506;0;Point;Tombb;198;Continuous;0;25; ;0;523;0;33;0;0;1916;0;0;30.44653044;19.60572692
507;0;Point;Tombb;198;Continuous;0;25; ;0;524;0;33;0;0;1916;0;0;30.44653044;19.60572692
508;0;Point;Tombb;198;Continuous;0;25; ;0;525;0;33;0;0;1916;0;0;30.44653044;19.60572692
509;0;Point;Tombb;198;Continuous;0;25; ;0;526;0;33;0;0;1916;0;0;30.44653044;19.60572692
510;0;Point;Tombb;198;Continuous;0;25; ;0;527;0;33;0;0;1916;0;0;30.44653044;19.60572692
511;0;Point;Tombb;198;Continuous;0;25; ;0;528;0;33;0;0;1916;0;0;30.44653044;19.60572692
512;0;Point;Tombb;198;Continuous;0;25; ;0;529;0;33;0;0;1916;0;0;30.44653044;19.60572692
513;0;Point;Tombb;198;Continuous;0;25; ;0;530;0;33;0;0;1916;0;0;30.44653044;19.60572692
514;0;Point;Tombb;198;Continuous;0;25; ;0;531;0;33;0;0;1916;0;0;30.44653044;19.60572692
515;0;Point;Tombb;198;Continuous;0;25; ;0;532;0;33;0;0;1916;0;0;30.44653044;19.60572692
516;0;Point;Tombb;198;Continuous;0;25; ;0;533;0;33;0;0;1916;0;0;30.44653044;19.60572692
517;0;Point;Tombb;198;Continuous;0;25; ;0;534;0;33;0;0;1916;0;0;30.44653044;19.60572692
518;0;Point;Tombb;198;Continuous;0;25; ;0;535;0;33;0;0;1916;0;0;30.44653044;19.60572692
519;0;Point;Tombb;198;Continuous;0;25; ;0;538;0;33;0;0;1916;0;0;30.44653044;19.60572692
520;0;Point;Tombb;198;Continuous;0;25; ;0;539;53;5;1030;-253;1980-1981;6;253;30.44421899;19.61473681
521;0;Point;Tombb;198;Continuous;0;25; ;0;540;54;5;1027;-254;1980-1981;6;254;30.44421049;19.61471041
522;0;Point;Tombb;198;Continuous;0;25; ;0;541;57;7;1171;-295;1981-1982;7;295;30.44383798;19.61596954
523;0;Point;Tombb;198;Continuous;0;25; ;0;542;58;7;1172;-299;1981-1982;7;299;30.44380281;19.61597795
524;0;Point;Tombb;198;Continuous;0;25; ;0;543;59;7;1167;-299;1981-1982;7;299;30.44380326;19.6159341
525;0;Point;Tombb;198;Continuous;0;25; ;0;544;60;7;1166;-295;1981-1982;7;295;30.44383843;19.61592569
526;0;Point;Tombb;198;Continuous;0;25; ;0;545;61;7;1162;-298;1981-1982;7;298;30.44381248;19.61589035
527;0;Point;Tombb;198;Continuous;0;25; ;0;546;62;7;1164;-300;1981-1982;7;300;30.44379476;19.6159077
528;0;Point;Tombb;198;Continuous;0;25; ;0;547;63;7;1163;-298;1981-1982;7;298;30.44381239;19.61589911
529;0;Point;Tombb;198;Continuous;0;25; ;0;548;64;7;1161;-295;1981-1982;7;295;30.44383888;19.61588185
530;0;Point;Tombb;198;Continuous;0;25; ;0;549;72;6;1030;-298;1981-1982;2;298;30.44382436;19.61473276
531;0;Point;Tombb;198;Continuous;0;25; ;0;550;73;6;1035;-295;1981-1982;2;295;30.44385022;19.61477688
532;0;Point;Tombb;198;Continuous;0;25; ;0;551;74;6;1033;-297;1981-1982;2;297;30.44383286;19.61475916
533;0;Point;Tombb;198;Continuous;0;25; ;0;552;75;6;1036;-298;1981-1982;2;298;30.44382382;19.61478538
534;0;Point;Tombb;198;Continuous;0;25; ;0;553;43;4;1098;-246;1980-1981;1;246;30.44427426;19.61533377
535;0;Point;Tombb;198;Continuous;0;25; ;0;554;44;4;1097;-248;1980-1981;1;248;30.44425681;19.61532482
536;0;Point;Tombb;198;Continuous;0;25; ;0;555;45;4;1098;-248;1980-1981;1;248;30.44425672;19.61533359
537;0;Point;Tombb;198;Continuous;0;25; ;0;556;46;4;1098;-250;1980-1981;1;250;30.44423918;19.61533341
538;0;Point;Tombb;198;Continuous;0;25; ;0;557;47;4;1098;-251;1980-1981;1;251;30.44423041;19.61533332
539;0;Point;Tombb;198;Continuous;0;25; ;0;558;48;4;1096;-252;1980-1981;1;252;30.44422182;19.61531569
540;0;Point;Tombb;198;Continuous;0;25; ;0;559;49;4;1096;-250;1980-1981;1;250;30.44423936;19.61531587
541;0;Point;Tombb;198;Continuous;0;25; ;0;560;50;4;1096;-254;1980-1981;1;254;30.44420428;19.61531551
542;0;Point;Tombb;198;Continuous;0;25; ;0;561;51;4;1098;-252;1980-1981;1;252;30.44422164;19.61533323
543;0;Point;Tombb;198;Continuous;0;25; ;0;562;52;4;1098;-254;1980-1981;1;254;30.4442041;19.61533305
544;0;Point;Tombb;198;Continuous;0;25; ;0;563;95;4;1099;-274;1984-1985;1;274;30.44402862;19.61534002
545;0;Point;Tombb;198;Continuous;0;25; ;0;564;97;4;1099;-272;1984-1985;1;272;30.44404616;19.6153402
546;0;Point;Tombb;198;Continuous;0;25; ;0;565;96;4;1101;-270;1984-1985;1;270;30.44406352;19.61535792
547;0;Point;Tombb;198;Continuous;0;25; ;0;566;98;4;1100;-268;1984-1985;1;268;30.44408115;19.61534933
548;0;Point;Tombb;198;Continuous;0;25; ;0;567;99;4;1102;-267;1984-1985;1;267;30.44408974;19.61536696
549;0;Point;Tombb;198;Continuous;0;25; ;0;568;100;4;1099;-266;1984-1985;1;266;30.44409878;19.61534074
550;0;Point;Tombb;198;Continuous;0;25; ;0;569;101;4;1101;-266;1984-1985;1;266;30.4440986;19.61535828
551;0;Point;Tombb;198;Continuous;0;25; ;0;570;102;4;0;0;1984-1985;1;0;30.44653044;19.60572692
552;0;Point;Tombb;198;Continuous;0;25; ;0;571;103;4;1098;-268;1984-1985;1;268;30.44408133;19.61533179
553;0;Point;Tombb;198;Continuous;0;25; ;0;572;104;4;1097;-266;1984-1985;1;266;30.44409896;19.6153232
554;0;Point;Tombb;198;Continuous;0;25; ;0;573;105;4;1098;-269;1984-1985;1;269;30.44407256;19.6153317
555;0;Point;Tombb;198;Continuous;0;25; ;0;574;106;4;1102;-272;1984-1985;1;272;30.44404589;19.61536651
556;0;Point;Tombb;198;Continuous;0;25; ;0;575;65;8;1013;-179;1981-1982;8;179;30.44486947;19.61459439
557;0;Point;Tombb;198;Continuous;0;25; ;0;576;66;8;1011;-177;1981-1982;8;177;30.44488719;19.61457703
558;0;Point;Tombb;198;Continuous;0;25; ;0;577;67;8;1008;-178;1981-1982;8;178;30.44487869;19.61455063
559;0;Point;Tombb;198;Continuous;0;25; ;0;578;68;8;1004;-178;1981-1982;8;178;30.44487905;19.61451556
560;0;Point;Tombb;198;Continuous;0;25; ;0;579;69;8;1004;-180;1981-1982;8;180;30.44486152;19.61451538
561;0;Point;Tombb;198;Continuous;0;25; ;0;580;70;8;990;-172;1981-1982;8;172;30.44493293;19.61439332
562;0;Point;Tombb;198;Continuous;0;25; ;0;581;71;8;1002;-180;1981-1982;8;180;30.4448617;19.61449784
563;0;Point;Tombb;198;Continuous;0;25; ;0;582;35;9;950;-265;1979-1980;9;265;30.44412096;19.61403416
564;0;Point;Tombb;198;Continuous;0;25; ;0;583;36;9;952;-268;1979-1980;9;268;30.44409447;19.61405143
565;0;Point;Tombb;198;Continuous;0;25; ;0;584;37;9;952;-262;1979-1980;9;262;30.44414709;19.61405197
566;0;Point;Tombb;198;Continuous;0;25; ;0;585;38;9;949;-262;1979-1980;9;262;30.44414736;19.61402567
567;0;Point;Tombb;198;Continuous;0;25; ;0;586;39;9;946;-262;1979-1980;9;262;30.44414763;19.61399936
568;0;Point;Tombb;198;Continuous;0;25; ;0;587;40;9;943;-260;1979-1980;9;260;30.44416544;19.61397323
569;0;Point;Tombb;198;Continuous;0;25; ;0;588;41;9;956;-262;1979-1980;9;262;30.44414673;19.61408705
570;0;Point;Tombb;198;Continuous;0;25; ;0;589;42;9;940;-265;1979-1980;9;265;30.44412186;19.61394647
571;0;Point;Tombb;198;Continuous;0;25; ;0;590;254;1;1096;-264;1998-1999;3;264;30.44411659;19.61531461
572;0;Point;Tombb;198;Continuous;0;25; ;0;591;255;1;1095;-262;1998-1999;1;262;30.44413422;19.61530602
573;0;Point;Tombb;198;Continuous;0;25; ;0;592;256;1;1094;-264;1998-1999;1;264;30.44411677;19.61529707
574;0;Point;Tombb;198;Continuous;0;25; ;0;593;257;1;1088;-264;1998-1999;1;264;30.44411731;19.61524446
575;0;Point;Tombb;198;Continuous;0;25; ;0;594;258;1;1092;-264;1998-1999;1;264;30.44411695;19.61527954
576;0;Point;Tombb;198;Continuous;0;25; ;0;595;259;1;1091;-262;1998-1999;1;262;30.44413458;19.61527095
577;0;Point;Tombb;198;Continuous;0;25; ;0;596;260;1;1090;-264;1998-1999;1;264;30.44411713;19.615262
578;0;Point;Tombb;198;Continuous;0;25; ;0;597;261;1;1090;-261;1998-1999;1;261;30.44414344;19.61526227
579;0;Point;Tombb;198;Continuous;0;25; ;0;598;262;1;1088;-262;1998-1999;1;262;30.44413485;19.61524464
580;0;Point;Tombb;198;Continuous;0;25; ;0;599;263;1;1086;-264;1998-1999;1;264;30.44411749;19.61522692
581;0;Point;Tombb;198;Continuous;0;25; ;0;600;264;1;1086;-262;1998-1999;1;262;30.44413503;19.6152271
582;0;Point;Tombb;198;Continuous;0;25; ;0;601;265;1;1084;-262;1998-1999;1;262;30.44413521;19.61520956
583;0;Point;Tombb;198;Continuous;0;25; ;0;602;266;1;1083;-264;1998-1999;1;264;30.44411776;19.61520061
584;0;Point;Tombb;198;Continuous;0;25; ;0;603;267;1;1083;-263;1998-1999;1;263;30.44412653;19.6152007
585;0;Point;Tombb;198;Continuous;0;25; ;0;604;268;1;1082;-261;1998-1999;1;261;30.44414416;19.61519211
586;0;Point;Tombb;198;Continuous;0;25; ;0;605;269;1;1081;-262;1998-1999;1;262;30.44413548;19.61518325
587;0;Point;Tombb;198;Continuous;0;25; ;0;606;270;1;1080;-264;1998-1999;1;264;30.44411803;19.6151743
588;0;Point;Tombb;198;Continuous;0;25; ;0;607;271;1;1080;-262;1998-1999;1;262;30.44413557;19.61517448
589;0;Point;Tombb;198;Continuous;0;25; ;0;608;272;1;1079;-264;1998-1999;1;264;30.44411812;19.61516553
590;0;Point;Tombb;198;Continuous;0;25; ;0;609;273;1;1068;-263;1998-1999;1;263;30.44412788;19.61506916
591;0;Point;Tombb;198;Continuous;0;25; ;0;610;275;1;1070;-262;1998-1999;1;262;30.44413647;19.61508678
592;0;Point;Tombb;198;Continuous;0;25; ;0;611;276;1;1074;-262;1998-1999;1;262;30.44413611;19.61512186
593;0;Point;Tombb;198;Continuous;0;25; ;0;612;277;1;1092;-264;1998-1999;1;264;30.44411695;19.61527954
594;0;Point;Tombb;198;Continuous;0;25; ;0;613;278;1;1070;-264;1998-1999;1;264;30.44411893;19.6150866
595;0;Point;Tombb;198;Continuous;0;25; ;0;614;279;1;1068;-266;1998-1999;1;266;30.44410157;19.61506889
596;0;Point;Tombb;198;Continuous;0;25; ;0;615;280;1;1076;-264;1998-1999;1;264;30.44411839;19.61513922
597;0;Point;Tombb;198;Continuous;0;25; ;0;616;281;1;1058;-263;1998-1999;1;263;30.44412878;19.61498146
598;0;Point;Tombb;198;Continuous;0;25; ;0;617;199;26;976;-198;1995-1996;10;198;30.44470618;19.61426821
599;0;Point;Tombb;198;Continuous;0;25; ;0;618;200;26;976;-207;1995-1996;6;207;30.44462726;19.6142674
600;0;Point;Tombb;198;Continuous;0;25; ;0;619;201;26;974;-202;1995-1996;6;202;30.44467129;19.61425031
601;0;Point;Tombb;198;Continuous;0;25; ;0;620;202;26;972;-198;1995-1996;6;198;30.44470654;19.61423313
602;0;Point;Tombb;198;Continuous;0;25; ;0;621;203;26;974;-206;1995-1996;6;206;30.44463621;19.61424995
603;0;Point;Tombb;198;Continuous;0;25; ;0;622;204;26;970;-205;1995-1996;6;205;30.44464534;19.61421496
604;0;Point;Tombb;198;Continuous;0;25; ;0;623;205;26;967;-198;1995-1996;6;198;30.44470699;19.61418928
605;0;Point;Tombb;198;Continuous;0;25; ;0;624;206;26;967;-203;1995-1996;6;203;30.44466315;19.61418883
606;0;Point;Tombb;198;Continuous;0;25; ;0;625;207;26;966;-206;1995-1996;6;206;30.44463693;19.61417979
607;0;Point;Tombb;198;Continuous;0;25; ;0;626;208;26;962;-203;1995-1996;6;203;30.4446636;19.61414498
608;0;Point;Tombb;198;Continuous;0;25; ;0;627;209;26;963;-205;1995-1996;6;205;30.44464597;19.61415357
609;0;Point;Tombb;198;Continuous;0;25; ;0;628;210;26;960;-202;1995-1996;6;202;30.44467255;19.61412753
610;0;Point;Tombb;198;Continuous;0;25; ;0;629;211;26;959;-205;1995-1996;6;205;30.44464633;19.61411849
611;0;Point;Tombb;198;Continuous;0;25; ;0;630;212;26;955;-200;1995-1996;6;200;30.44469054;19.61408387
612;0;Point;Tombb;198;Continuous;0;25; ;0;631;220;26;1006;-232;1995-1996;6;232;30.44440532;19.61452823
613;0;Point;Tombb;198;Continuous;0;25; ;0;632;221;26;998;-234;1995-1996;6;234;30.4443885;19.6144579
614;0;Point;Tombb;198;Continuous;0;25; ;0;633;227;26;996;-216;1996-1997;6;216;30.44454653;19.61444198
615;0;Point;Tombb;198;Continuous;0;25; ;0;634;228;26;992;-212;1996-1997;6;212;30.44458197;19.61440726
616;0;Point;Tombb;198;Continuous;0;25; ;0;635;217;26;1013;-228;1995-1996;6;228;30.44443976;19.61458998
617;0;Point;Tombb;198;Continuous;0;25; ;0;636;218;26;1007;-230;1995-1996;6;230;30.44442277;19.61453718
618;0;Point;Tombb;198;Continuous;0;25; ;0;637;219;26;1007;-235;1995-1996;6;235;30.44437892;19.61453673
619;0;Point;Tombb;198;Continuous;0;25; ;0;639;229;26;1010;-220;1996-1997;6;220;30.44451019;19.61456439
620;0;Point;Tombb;198;Continuous;0;25; ;0;640;230;26;1001;-217;1996-1997;6;217;30.44453731;19.61448574
621;0;Point;Tombb;198;Continuous;0;25; ;0;641;231;26;1007;-202;1996-1997;6;202;30.44466831;19.6145397
622;0;Point;Tombb;198;Continuous;0;25; ;0;642;232;26;986;-201;1996-1997;6;201;30.44467897;19.61435563
623;0;Point;Tombb;198;Continuous;0;25; ;0;643;233;26;998;-212;1996-1997;6;212;30.44458143;19.61445988
624;0;Point;Tombb;198;Continuous;0;25; ;0;644;234;26;998;-210;1996-1997;6;210;30.44459897;19.61446006
625;0;Point;Tombb;198;Continuous;0;25; ;0;645;235;26;1000;-212;1996-1997;6;212;30.44458125;19.61447742
626;0;Point;Tombb;198;Continuous;0;25; ;0;646;236;26;996;-208;1996-1997;6;208;30.44461669;19.6144427
627;0;Point;Tombb;198;Continuous;0;25; ;0;647;237;26;998;-217;1996-1997;6;217;30.44453758;19.61445943
628;0;Point;Tombb;198;Continuous;0;25; ;0;648;76;10;855;-120;1982-1983;11;120;30.44540111;19.61321411
629;0;Point;Tombb;198;Continuous;0;25; ;0;649;77;10;857;-126;1982-1983;11;126;30.44534831;19.61323111
630;0;Point;Tombb;198;Continuous;0;25; ;0;650;78;10;856;-130;1982-1983;11;130;30.44531332;19.61322198
631;0;Point;Tombb;198;Continuous;0;25; ;0;651;79;10;854;-113;1982-1983;11;113;30.44546258;19.61320597
632;0;Point;Tombb;198;Continuous;0;25; ;0;652;517;26;968;-203;2013-2014;0;203;30.44466306;19.6141976
633;0;Point;Tombb;198;Continuous;0;25; ;0;653;521;26;982;-202;2013-2014;0;202;30.44467057;19.61432046
634;0;Point;Tombb;198;Continuous;0;25; ;0;654;522;26;978;-199;2013-2014;0;199;30.44469723;19.61428566
635;0;Point;Tombb;198;Continuous;0;25; ;0;655;523;26;980;-200;2013-2014;0;200;30.44468828;19.6143031
636;0;Point;Tombb;198;Continuous;0;25; ;0;656;524;26;981;-197;2013-2014;0;197;30.4447145;19.61431214
637;0;Point;Tombb;198;Continuous;0;25; ;0;657;526;26;978;-195;2013-2014;0;195;30.44473231;19.61428602
638;0;Point;Tombb;198;Continuous;0;25; ;0;658;527;26;1000;-203;2013-2014;0;203;30.44466017;19.61447823
639;0;Point;Tombb;198;Continuous;0;25; ;0;659;528;26;1002;-201;2013-2014;0;201;30.44467753;19.61449595
640;0;Point;Tombb;198;Continuous;0;25; ;0;660;530;26;998;-200;2013-2014;0;200;30.44468666;19.61446096
641;0;Point;Tombb;198;Continuous;0;25; ;0;661;531;26;996;-195;2013-2014;0;195;30.44473069;19.61444387
642;0;Point;Tombb;198;Continuous;0;25; ;0;662;533;26;996;-204;2013-2014;0;204;30.44465177;19.61444306
643;0;Point;Tombb;198;Continuous;0;25; ;0;663;534;26;992;-204;2013-2014;0;204;30.44465213;19.61440798
644;0;Point;Tombb;198;Continuous;0;25; ;0;664;544;26;1012;-209;2013-2014;0;209;30.44460648;19.61458292
645;0;Point;Tombb;198;Continuous;0;25; ;0;665;545;26;1011;-205;2013-2014;0;205;30.44464165;19.61457451
646;0;Point;Tombb;198;Continuous;0;25; ;0;666;546;26;1008;-210;2013-2014;0;210;30.44459807;19.61454775
647;0;Point;Tombb;198;Continuous;0;25; ;0;667;547;26;1010;-195;2013-2014;0;195;30.44472943;19.61456664
648;0;Point;Tombb;198;Continuous;0;25; ;0;668;548;26;1008;-198;2013-2014;0;198;30.4447033;19.61454883
649;0;Point;Tombb;198;Continuous;0;25; ;0;669;549;26;1006;-206;2013-2014;0;206;30.44463333;19.61453057
650;0;Point;Tombb;198;Continuous;0;25; ;0;670;550;26;989;-200;2013-2014;0;200;30.44468747;19.61438203
651;0;Point;Tombb;198;Continuous;0;25; ;0;671;551;26;1013;-212;2013-2014;0;212;30.44458008;19.61459142
652;0;Point;Tombb;198;Continuous;0;25; ;0;672;552;26;1011;-212;2013-2014;0;212;30.44458026;19.61457388
653;0;Point;Tombb;198;Continuous;0;25; ;0;673;553;26;1011;-218;2013-2014;0;218;30.44452764;19.61457334
654;0;Point;Tombb;198;Continuous;0;25; ;0;674;554;26;1010;-216;2013-2014;0;216;30.44454527;19.61456475
655;0;Point;Tombb;198;Continuous;0;25; ;0;675;555;26;1006;-214;2013-2014;0;214;30.44456317;19.61452985
656;0;Point;Tombb;198;Continuous;0;25; ;0;676;556;26;1006;-218;2013-2014;0;218;30.44452809;19.61452949
657;0;Point;Tombb;198;Continuous;0;25; ;0;677;557;26;1014;-224;2013-2014;0;224;30.44447475;19.61459911
658;0;Point;Tombb;198;Continuous;0;25; ;0;678;558;26;1008;-222;2013-2014;0;222;30.44449283;19.61454667
659;0;Point;Tombb;198;Continuous;0;25; ;0;679;559;26;1007;-224;2013-2014;0;224;30.44447538;19.61453772
660;0;Point;Tombb;198;Continuous;0;25; ;0;680;560;26;1015;-230;2013-2014;0;230;30.44442205;19.61460734
661;0;Point;Tombb;198;Continuous;0;25; ;0;681;561;26;1013;-232;2013-2014;0;232;30.44440469;19.61458962
662;0;Point;Tombb;198;Continuous;0;25; ;0;682;562;26;1004;-228;2013-2014;0;228;30.44444058;19.61451105
663;0;Point;Tombb;198;Continuous;0;25; ;0;683;563;26;1003;-223;2013-2014;0;223;30.44448451;19.61450273
664;0;Point;Tombb;198;Continuous;0;25; ;0;684;564;26;999;-222;2013-2014;0;222;30.44449364;19.61446775
665;0;Point;Tombb;198;Continuous;0;25; ;0;685;565;26;996;-221;2013-2014;0;221;30.44450268;19.61444153
666;0;Point;Tombb;198;Continuous;0;25; ;0;686;566;26;993;-223;2013-2014;0;223;30.44448541;19.61441504
667;0;Point;Tombb;198;Continuous;0;25; ;0;687;567;26;996;-225;2013-2014;0;225;30.4444676;19.61444117
668;0;Point;Tombb;198;Continuous;0;25; ;0;688;568;26;999;-228;2013-2014;0;228;30.44444103;19.61446721
669;0;Point;Tombb;198;Continuous;0;25; ;0;689;569;26;997;-229;2013-2014;0;229;30.44443244;19.61444958
670;0;Point;Tombb;198;Continuous;0;25; ;0;690;570;26;993;-227;2013-2014;0;227;30.44445034;19.61441468
671;0;Point;Tombb;198;Continuous;0;25; ;0;691;571;26;991;-225;2013-2014;0;225;30.44446805;19.61439732
672;0;Point;Tombb;198;Continuous;0;25; ;0;692;573;26;1019;-237;2013-2014;0;237;30.4443603;19.61464179
673;0;Point;Tombb;198;Continuous;0;25; ;0;693;574;26;1014;-240;2013-2014;0;240;30.44433444;19.61459767
674;0;Point;Tombb;198;Continuous;0;25; ;0;694;575;26;1011;-234;2013-2014;0;234;30.44438733;19.6145719
675;0;Point;Tombb;198;Continuous;0;25; ;0;695;576;26;1010;-238;2013-2014;0;238;30.44435234;19.61456277
676;0;Point;Tombb;198;Continuous;0;25; ;0;696;577;26;1009;-236;2013-2014;0;236;30.44436997;19.61455418
677;0;Point;Tombb;198;Continuous;0;25; ;0;697;578;26;1004;-237;2013-2014;0;237;30.44436165;19.61451024
678;0;Point;Tombb;198;Continuous;0;25; ;0;698;579;26;1003;-233;2013-2014;0;233;30.44439682;19.61450183
679;0;Point;Tombb;198;Continuous;0;25; ;0;699;580;26;1001;-213;2013-2014;0;213;30.44457239;19.6144861
680;0;Point;Tombb;198;Continuous;0;25; ;0;700;581;26;1005;-195;2013-2014;0;195;30.44472988;19.61452279
681;0;Point;Tombb;198;Continuous;0;25; ;0;701;582;26;1000;-238;2013-2014;0;238;30.44435324;19.61447508
682;0;Point;Tombb;198;Continuous;0;25; ;0;702;572;26;991;-228;2013-2014;0;228;30.44444175;19.61439705
683;0;Point;Tombb;198;Continuous;0;25; ;0;703;85;11;853;-178;1982-1983;12;178;30.44489265;19.61319135
684;0;Point;Tombb;198;Continuous;0;25; ;0;704;86;12;791;-139;1983-1984;13;139;30.44524025;19.61265115
685;0;Point;Tombb;198;Continuous;0;25; ;0;705;87;12;790;-138;1983-1984;12;138;30.44524911;19.61264247
686;0;Point;Tombb;198;Continuous;0;25; ;0;706;88;12;790;-142;1983-1984;12;142;30.44521403;19.61264211
687;0;Point;Tombb;198;Continuous;0;25; ;0;707;89;12;787;-142;1983-1984;12;142;30.4452143;19.6126158
688;0;Point;Tombb;198;Continuous;0;25; ;0;708;91;12;784;-140;1983-1984;12;140;30.44523211;19.61258967
689;0;Point;Tombb;198;Continuous;0;25; ;0;709;80;11;848;-181;1982-1983;12;181;30.44486679;19.61314723
690;0;Point;Tombb;198;Continuous;0;25; ;0;710;81;11;848;-179;1982-1983;12;179;30.44488433;19.61314741
691;0;Point;Tombb;198;Continuous;0;25; ;0;711;82;11;845;-178;1982-1983;12;178;30.44489337;19.61312119
692;0;Point;Tombb;198;Continuous;0;25; ;0;712;83;11;844;-180;1982-1983;12;180;30.44487592;19.61311224
693;0;Point;Tombb;198;Continuous;0;25; ;0;713;84;11;853;-176;1982-1983;12;176;30.44491019;19.61319153
