|uri|name|annee_naiss|biogr
0|http://data.bnf.fr/ark:/12148/cb120886836#about|Carlo Cattaneo|1801|"Écrivain, historien et économiste. - Représente le courant fédéraliste du Risorgimento. - Fondateur du périodique scientifique ""Il Politecnico"" (1839). - Fit partie du gouvernement provisoire de Lombardie en 1848"
1|http://data.bnf.fr/ark:/12148/cb123560411#about|Constantin Pecqueur|1801|Économiste. - Ancien sous-bibliothécaire à la bibliothèque de l'Assemblée nationale, Paris
2|http://data.bnf.fr/ark:/12148/cb118905060#about|Frédéric Bastiat|1801|Économiste. - Député de Bayonne (1848-1850)
3|http://data.bnf.fr/ark:/12148/cb11897951m#about|Antoine-Augustin Cournot|1801|Mathématicien. - Philosophe. - Économiste. - Recteur de l'académie de Lyon
4|http://data.bnf.fr/ark:/12148/cb12815310c#about|John-Théodore Dupont-White|1801|Avocat à Paris (1822-1830) puis procureur du roi à Montdidier, Senlis puis Beauvais. - Membre de la Société des antiquaires de Picardie. - Frère de l'économiste : Dupont-White, Charles (1807-1878)
5|http://data.bnf.fr/ark:/12148/cb131633356#about|Adolphe de Watteville Du Grabe|1801|Économiste. - Fut inspecteur général des établissements de bienfaisance. - Père du baron Oscar-Amédée de Watteville du Grabe (1824-1901) et de Louis Olivier de Watteville du Grabe (1830-1912)
6|http://data.bnf.fr/ark:/12148/cb12013785h#about|Auguste Walras|1801|Économiste
7|http://data.bnf.fr/ark:/12148/cb12551958c#about|Denis-Dominique Farjasse|1801|Avocat et homme politique. - Fut préfet de l'Aube et conseiller général de Seine-et-Oise. - Était républicain et membre de l'Assocation pour la réforme et la codification du droit des gens. - Voyagea en Italie
8|http://data.bnf.fr/ark:/12148/cb10639675j#about|Alexandre-Guillaume Chotin|1801|Docteur en droit (Gand, 1825). - Professeur de grammaire et de syntaxe. - Historien
9|http://data.bnf.fr/ark:/12148/cb11801078v#about|Jules Failly|1801|Avocat et homme politique. - Conseiller général des Deux-Sèvres (1848-1851, 1876-1886). - Député des Deux-Sèvres à l'Assemblée législative de 1849, il protesta contre le coup d'État du 2 décembre 1851. - Docteur en droit (1828)
10|http://data.bnf.fr/ark:/12148/cb12121970x#about|Alphonse Grün|1801|Juriste et journaliste
11|http://data.bnf.fr/ark:/12148/cb12962174j#about|János Fogarasi|1801|Linguiste. - Juriste. - Académicien
12|http://data.bnf.fr/ark:/12148/cb10593270b#about|Adolphe-André Sautayra|1801|Docteur en droit (1826). - Avocat
13|http://data.bnf.fr/ark:/12148/cb13168883n#about|Athanase Germain|1801|Licencié en droit (Paris, 1821). - Avocat à la cour royale de Paris. - Maître des requêtes au Conseil d'État (1832-1848). - Franc-maçon
14|http://data.bnf.fr/ark:/12148/cb112784662#about|Josef Josefovič Jungmann|1801|Juriste et théoricien de la traduction. - Traducteur du romancier Karl Franz Van der Velde (1779-1824), des librettistes Christian Friedrich Bretzner (1748-1807) et Johann Gottlieb Stephanie le Jeune (1741-1800). - Meurt de la tuberculose. - Fils de l'écrivain Josef Jungmann (1773-1847)
15|http://data.bnf.fr/ark:/12148/cb11894607k#about|Eugène Burnouf|1801|Philologue. - Indologue. - Membre de l'Institut de France (élu en 1832) ; Secrétaire perpétuel de l'Académie des inscriptions (en 1852) ; membre de nombreuses académies. - Professeur au Collège de France (1833-1851). - Archiviste paléographe (1824). - Licencié ès-lettres, licencié en droit
16|http://data.bnf.fr/ark:/12148/cb15559992w#about|Girolamo Calvi|1801|Docteur en droit, écrivain, journaliste, philosophe et mélomane. - Erudit et polyglotte
17|http://data.bnf.fr/ark:/12148/cb12516618p#about|Godefroy Cavaignac|1801|Homme politique et publiciste républicain. - Opposant à la Monarchie de Juillet. - Présida la Société des droits de l'homme qu'il avait contribué à fonder
18|http://data.bnf.fr/ark:/12148/cb17725224h#about|Louis-Augustin Mie|1801|"Variante(s) de prénom : Louis-Auguste. - Homme politique ; avocat ; imprimeur. - Natif de Périgueux, fils d'un avocat. Étudie le droit et devient lui-même avocat. Breveté imprimeur à Paris le 1er oct. 1829 en succession de François-Charles Farcy (1792-1867). Auteur en 1830 de ""De la souveraineté du peuple dans les élections"". Met ses presses au service de journaux libéraux, tels ""Le National, ""Le Globe"" ou ""La Tribune"". Bénéficie en 1830 d'un prêt gouvernemental garanti par nantissement. Subit par la suite de nombreux procès. Condamné le 8 sept. 1832 par la cour d'assises de la Seine pour avoir publié ""La Nicostrata"", brochure qualifiée de séditieuse, il est de nouveau condamné en 1832 pour avoir imprimé le ""Discours de Victor Prospert"", puis le 21 nov. 1832 à dix ans de détention à la suite de l'affaire de la barricade républicaine du cloître Saint-Merri (5 et 6 juin 1832). Son brevet d'imprimeur lui est finalement retiré le 13 avril 1834 et Fritz Estibal le remplace par brevet du 11 août 1834. Se lance dans l'action politique. Après s'être présenté sans succès à la députation en août 1846, il est élu le 4 juin 1848 (jusqu'au 26 mai 1849) représentant de la Dordogne à l'Assemblée constituante et siège à gauche. Réélu le 13 juin 1849 à l'Assemblée législative comme représentant de la Dordogne. Après le coup d'État du 2 déc. 1851, il se retire de l'Assemblée et tente en vain de se faire élire en Dordogne à deux reprises en juin 1863 et fév. 1871. Se retire à Saint-Mandé (Val-de-Marne), où il décède en déc. 1885"
19|http://data.bnf.fr/ark:/12148/cb125042402#about|John Barnard Byles|1801|Juriste. - Spécialiste du droit commercial
20|http://data.bnf.fr/ark:/12148/cb12316706m#about|Theodore Dwight Woolsey|1801|Juriste. - A été professeur de droit à Yale college, New Haven, Conn.
21|http://data.bnf.fr/ark:/12148/cb123504708#about|Andreas Ludwig Jacob Michelsen|1801|Juriste
22|http://data.bnf.fr/ark:/12148/cb12315626q#about|Charles Coquelin|1802|Économiste. - Journaliste
23|http://data.bnf.fr/ark:/12148/cb15578071m#about|Jules Martinelli|1802|"Avocat. - Agronome. - Économiste. - Président du comice agricole de Nérac, Lot-et-Garonne, de 1852 à 1855. - A collaboré au journal ""La Gironde"""
24|http://data.bnf.fr/ark:/12148/cb13011156x#about|Xavier Heuschling|1802|Economiste. - Directeur du bureau de statistique au Ministère de l'Intérieur. - Secrétaire de la commission centrale de statistique (1847). - Prénoms complets : Philippe François Xavier Théodose
25|http://data.bnf.fr/ark:/12148/cb12032222d#about|Harriet Martineau|1802|Femme de lettres, philosophe et économiste. - Membre de la secte unitarienne
26|http://data.bnf.fr/ark:/12148/cb10697090j#about|Andreas Heusler|1802|Professeur d'histoire du droit romain, de droit pénal et de droit public suisse à l'Université de Bâle
27|http://data.bnf.fr/ark:/12148/cb13364337g#about|Louis-Henri Moulin|1802|Avocat général à la Cour d'appel de Paris (1848-) puis avocat à la Cour d'appel. - Membre correspondant de l'Académie de Caen. - Docteur en droit (1827)
28|http://data.bnf.fr/ark:/12148/cb13487406s#about|Achille Morin|1802|Juriste, avocat au Conseil d'État et à la Cour de Cassation
29|http://data.bnf.fr/ark:/12148/cb10462070r#about|Guglielmo Audisio|1802|"Prêtre catholique. - Professeur d'éloquence sacrée, de morale et de droit canonique à l'Accademia ecclesiastica de Superga (1837-1849). - Professeur de droit naturel et de droit des gens à l'Université de Rome (à partir de 1850). - Chanoine de la basilique Saint Pierre. - Consulteur de la Congrégation de l'index. - Collaborateur de la ""Rivista universale"" (à partir de 1863)"
30|http://data.bnf.fr/ark:/12148/cb12456154t#about|Adolphe Chauveau|1802|Avocat au barreau de Poitiers, puis de Paris. - Avocat au Conseil d'État et à la Cour de cassation. - Professeur de droit administratif et doyen de la faculté de Toulouse
31|http://data.bnf.fr/ark:/12148/cb12461761r#about|Friedrich Georg von Bunge|1802|Historien du droit
32|http://data.bnf.fr/ark:/12148/cb123918248#about|Eduard Böcking|1802|Juriste. - Éditeur de l'oeuvre de August Wilhelm von Schlegel
33|http://data.bnf.fr/ark:/12148/cb10497443s#about|Ernest Desclozeaux|1802|Docteur en droit. - Recteur de l'Académie d'Aix-en-Provence (1860-1867)
34|http://data.bnf.fr/ark:/12148/cb12280112q#about|Mountifort Longfield|1802|Juriste et économiste. - A enseigné l'économie politique, Trinity college, Dublin, puis le droit, University of Dublin. - A été juge. - A été membre, Irish privy council
35|http://data.bnf.fr/ark:/12148/cb12319669z#about|Edmund Plunkett Burke|1802|Juriste. - Spécialiste de droit civil
36|http://data.bnf.fr/ark:/12148/cb107013384#about|Théodore Homberg|1802|Juriste. - Conseiller à la Cour de Rouen et membre de l'Académie de cette ville. - Prénoms complets : François-Théodore
37|http://data.bnf.fr/ark:/12148/cb15127635f#about|Joseph-Louis-Elzéar Ortolan|1802|Juriste. - Avocat à la cour de Paris puis professeur de droit. - Professeur titulaire de la chaire de législation pénale comparée à la faculté de droit de Paris (depuis 1837). - Homme de lettres. - A été candidat à la députation dans le Var
38|http://data.bnf.fr/ark:/12148/cb12210790q#about|Charles Giraud|1802|Juriste. - Fut Ministre de l'Instruction publique et des cultes. - Était membre de l'Institut
39|http://data.bnf.fr/ark:/12148/cb14413056z#about|Charles Guénoux|1802|Docteur en droit
40|http://data.bnf.fr/ark:/12148/cb10303316m#about|Renier Chalon|1802|Bibliophile, numismate et archéologue. - Membre de l'Académie de Belgique. - Secrétaire de la Société des agathopèdes. - Docteur en droit (1824)
41|http://data.bnf.fr/ark:/12148/cb103415484#about|Arrigo Arrighi|1802|Avocat et écrivain corse. - Directeur, à partir de 1836, de l'École Pascale Paoli de Corte, professeur de morale et de droit, journaliste et polémiste
42|http://data.bnf.fr/ark:/12148/cb10611763g#about|Charles Pelham Villiers|1802|Juriste, député au Parlement britannique, Chambre des communes, de 1835 à 1898, siège de  Wolverhampton, West Midlands. - Membre du cabinet, gouvernement, 1859-1866
43|http://data.bnf.fr/ark:/12148/cb12399423r#about|John Jervis|1802|Juriste. - Fut premier président de la Court of common pleas, GB
44|http://data.bnf.fr/ark:/12148/cb119684600#about|Friedrich Julius Stahl|1802|Juriste et homme politique
45|http://data.bnf.fr/ark:/12148/cb125109558#about|Léon Faucher|1803|Journaliste, économiste et homme politique
46|http://data.bnf.fr/ark:/12148/cb119135601#about|Charles Lucas|1803|Juriste et économiste. - Avocat à Paris à partir de 1825 puis, de 1830 à 1865, inspecteur général des prisons, président du Conseil des inspecteurs généraux des services administratifs au ministère de l'Intérieur. - Membre de l'Institut, Académie des sciences morales et politiques (élu en 1836). - Militant abolitioniste, de la peine de mort et de la réforme des prisons, et de l'arbitrage des conflits internationaux
47|http://data.bnf.fr/ark:/12148/cb167764304#about|Ferdinando Scaglione|1803|Théologien, philosophe, économiste. - Président de l'Accademie de Cosenza
48|http://data.bnf.fr/ark:/12148/cb157592433#about|Johann Mährlen|1803|Historien, économiste et poète. - Professeur à l'éole polytechnique de Stuttgart, Allemagne. - Docteur en philosophie  (1868)
49|http://data.bnf.fr/ark:/12148/cb13331153t#about|Louis Hamon|1803|"Préfet d'Ille-et-Vilaine. - Docteur en droit. - Avocat à la Cour royale de Rennes. - Professeur de droit criminel à la Faculté de droit de Rennes. - Conseiller municipal de Rennes. - Fondateur puis rédacteur en chef du journal ""Le Progrès"". - Directeur de la Banque d'émission et de placement"
50|http://data.bnf.fr/ark:/12148/cb12466643r#about|Victor Guichard|1803|Docteur en droit. - Avocat. - Homme politique. - Député à l'Assemblée constituante (en 1848) et à l'Assemblée nationale (1871-1884)
51|http://data.bnf.fr/ark:/12148/cb11889434x#about|Charles Aubry|1803|Jurisconsulte. - Doyen de la faculté de droit de Strasbourg. - Siégea à la Cour de cassation. - Écrivit en collaboration avec le juriste : Rau, Charles Frédéric (1803-1877)
52|http://data.bnf.fr/ark:/12148/cb151227701#about|Adolf Friedrich August Rudorff|1803|Juriste
53|http://data.bnf.fr/ark:/12148/cb10558793r#about|Gustav Vom See|1803|Pseudonyme de : Struensee, Gustav Karl Otto von. - Romancier. - Juriste et administrateur
54|http://data.bnf.fr/ark:/12148/cb129829358#about|Eugène Tailliar|1803|Juriste, conseiller à la Cour royale de Douai. - Historien, auteur d'études d'histoire locale
55|http://data.bnf.fr/ark:/12148/cb10587353s#about|Jan Nepomucen Janowski|1803|Journaliste, activiste politique, franc-maçon. - Juriste de formation. - Certaines sources indiquent comme date de décès le 5 ou le 9 février 1888
56|http://data.bnf.fr/ark:/12148/cb12459761g#about|Eugène Lerminier|1803|Publiciste. - Docteur en droit. - Titulaire de la chaire des législations comparées au Collège de France (1831-1839)
57|http://data.bnf.fr/ark:/12148/cb110471510#about|Filippo Bettini|1803|Avocat. - Juriste. - Publiciste
58|http://data.bnf.fr/ark:/12148/cb10564236s#about|Jacques Marie Boileux|1803|Docteur en droit. - Juge au tribunal civil de Blois
59|http://data.bnf.fr/ark:/12148/cb12319244h#about|Charles-Frédéric Rau|1803|Juriste. - Professeur de droit à la Faculté de Strasbourg, puis conseiller à la Cour de cassation, Paris (nommé en 1870). - Écrivit en collaboration avec le juriste : Aubry, Charles (1803-1883)
60|http://data.bnf.fr/ark:/12148/cb162266972#about|Jean-Baptiste Lesbaupin|1803|Docteur en droit. - Avocat conseil près la cour d'appel puis bâtonnier. - Dessinateur amateur
61|http://data.bnf.fr/ark:/12148/cb169814921#about|Alexander This|1803|"Jurisconsulte, conseiller d'État, procureur général du Sénat du royaume de Pologne, proche collaborateur du ministre des finances, le prince Xawery Drucki-Lubecki. - Auteur de nombreuses études de droit publiées en polonais dans la revue ""Themis polska"", et en français dans les ""Revue étrangère et française de législation et d'économie politique"" et ""Revue de législation et de jurisprudence"". - A traduit anonymement du russe en français un ""Précis historique sur la formation du corps des lois russes"" (Saint-Petersbourg, 1833) et le ""Code civil de l'Empire de Russie"" (Paris, 1841). - A aussi publié en français, anonymement encore, l'essai ""Dernier mot sur le pouvoir social"" (Paris, 1836). - Pianiste, ami de Frédéric Chopin, et par lui, de George Sand, qui le qualifie ""un stoïque de chrétien"" dans une lettre à lui datée du 25 mars 1845. - Décédé à Paris (sépulture au Père-Lachaise)"
62|http://data.bnf.fr/ark:/12148/cb10302270w#about|Victor Burdet|1803|Juriste. - Prénoms complets : Victor, François, Joseph
63|http://data.bnf.fr/ark:/12148/cb126377508#about|Xavier Sauriac|1803|Révolutionnaire (1848) de tendance communiste. - Membre de la Société des droits de l'Homme (à partir de 1833). - Auteur dramatique. - Mari de Céline Sauriac (1834-1906) qui a réédité ses œuvres
64|http://data.bnf.fr/ark:/12148/cb10566044b#about|Jean Jacques Danduran|1803|Ingénieur civil. - Républicain puis fouriériste. - Président de la Société des droits de l'homme
65|http://data.bnf.fr/ark:/12148/cb14803501j#about|Johann Vesque von Püttlingen|1803|Baron. - Juriste. - Compositeur sous le pseudonyme de J. Hoven
66|http://data.bnf.fr/ark:/12148/cb16357432z#about|David Étienne Gide|1803|Avocat. - Homme politique. - Professeur de droit civil et commercial à l'Académie de Genève. - Poète
67|http://data.bnf.fr/ark:/12148/cb12641710s#about|Jean Terson|1803|"Prêtre catholique, puis apôtre saint-simonien. - Fut directeur de la ""Revue des droits du peuple"""
68|http://data.bnf.fr/ark:/12148/cb10631269k#about|Eugène Lambert|1803|Juriste. - Conseiller à la cour de Rennes en 1849 et président de cette cour en 1870. - Ecrivain et poète. - Prénoms complets : Eugène Charles Maurice
69|http://data.bnf.fr/ark:/12148/cb152888825#about|Gustave-Émile Barba|1803|"Libraire et éditeur ; également éditeur de cartes et d'atlas ; ""éditeur (ou : propriétaire) des œuvres de Pigault-Lebrun et de Paul de Kock"" ; ""éditeur du supplément au Dictionnaire de l'Académie française, et du Cabinet littéraire"". - Né à Paris le 4 (ou le 3) nov. 1803. Fils et successeur du libraire parisien Jean-Nicolas Barba (1769-1846), divorcé de la libraire (Louise-) Marie-Françoise (-Lucie) Cavanagh dès le 27 mars 1803 et qui déclare à sa naissance que Gustave-Émile est de lui et de sa belle-sœur Adélaïde Cavanagh. Frère (ou demi-frère) puîné du libraire parisien Henri (-Frédéric) Barba. Vers 1827, il s'établit libraire, d'abord au Palais-Royal. Breveté libraire le 30 août 1838 en succession de son père. En 1847, il conçoit l'idée des romans à 20 centimes. Déclaré en faillite le 9 juillet 1847, il obtient un concordat avec ses créanciers. Éditeur de romans contemporains. Éditeur notamment de l'""Atlas de la France illustrée"" (1852-1860). Dès 1855, au plus tard, il utilise également l'appellation ""Cavanagh, dit Barba"". Le 5 janv. 1857, il remplace le libraire parisien Jean-François Dufour au décès de celui-ci. Impliqué dans divers procès l'opposant à des auteurs et éditeurs, il est notamment condamné, par arrêt de la Cour de cassation du 3 fév. 1857, ""pour avoir publié les Mémoires du duc Louis de Saint-Simon tels qu'ils ont été reproduits en 1829, attentant ainsi au droit exclusif du duc Henri de Saint-Simon et de la maison Hachette"". Par un acte du 31 déc. 1862, il cède sa librairie à son fils Georges-Émile Barba, qui est breveté libraire le 24 mars 1863 en sa succession. Mais à la suite d'une plainte déposée peu après par Henri-Frédéric Barba, il apparaît que la déclaration de reconnaissance en paternité de Gustave-Émile par Jean-Nicolas Barba était nulle. Gustave-Émile et son fils Georges-Émile Barba (dits désormais ""Cavanagh"") sont alors condamnés à ne plus porter le patronyme ""Barba"", leur demande de prescription trentenaire étant rejetée ; ce nom ayant toutefois été porté de bonne foi et la librairie de Gustave Barba ayant acquis une grande renommée, Georges-Émile Cavanagh est autorisé à continuer d'utiliser commercialement le nom ""Barba"" comme ancienne désignation de l'établissement familial (jugement du 26 déc. 1865, confirmé le 12 juillet 1866 par le Tribunal civil de la Seine puis le 20 juillet 1867 par la cour de Paris). Gustave-Émile Cavanagh, dit Barba, décède en mai 1867"
70|http://data.bnf.fr/ark:/12148/cb136174478#about|Jules Dupuit|1804|"Économiste et ingénieur. - Ingénieur des Ponts et Chaussées. - Collabora au ""Dictionnaire de l'économie politique"""
71|http://data.bnf.fr/ark:/12148/cb12170910v#about|Édouard Ducpetiaux|1804|Publiciste et économiste
72|http://data.bnf.fr/ark:/12148/cb13476236q#about|Charles Pellarin|1804|Docteur en médecine (Paris, 1840). - Chirurgien de la marine (1824). - Journaliste et économiste. - Militant fouriériste. - Membre de la Société d'anthropologie de Paris (1866)
73|http://data.bnf.fr/ark:/12148/cb123422224#about|Richard Cobden|1804|Industriel, économiste et homme politique. - Journaliste politique et économique sous le pseudonyme de Libra
74|http://data.bnf.fr/ark:/12148/cb10272030c#about|Édouard Grar|1804|Avocat et économiste. - Président de la Société d'agriculture (en 1844)
75|http://data.bnf.fr/ark:/12148/cb125516603#about|Celestino Galli|1804|Économiste et philologue
76|http://data.bnf.fr/ark:/12148/cb155279427#about|Édouard Boitard|1804|Docteur en droit (1829). - Jurisconsulte, avocat et professeur à la faculté de droit de Paris
77|http://data.bnf.fr/ark:/12148/cb12348220w#about|Charles Demolombe|1804|Juriste. - A été doyen de la Faculté de droit de Caen
78|http://data.bnf.fr/ark:/12148/cb11902686j#about|Ludwig Feuerbach|1804|Philosophe et théologien. - Fils du juriste Paul Johann Anselm
79|http://data.bnf.fr/ark:/12148/cb10621183n#about|George Phillips|1804|Juriste. - Spécialiste de droit canon. - Historien. - Professeur aux universités de Munich, Allemagne, Berlin, et Vienne. - Philologue
80|http://data.bnf.fr/ark:/12148/cb10322953n#about|Léon Ménabréa|1804|Docteur en droit (en 1827). - Secrétaire général du ministère des Affaires Étrangères du royaume de Sardaigne. - Député du royaume de Sardaigne. - Historien de la Savoie
81|http://data.bnf.fr/ark:/12148/cb10693639g#about|Julien Oudot|1804|Jurisconsulte et avocat. - Professeur de droit civil à la Faculté de Paris
82|http://data.bnf.fr/ark:/12148/cb107333832#about|François-Xavier Marette|1804|Prêtre catholique, missionnaire apostolique. - Auteur d'ouvrages de droit canonique et de biographies
83|http://data.bnf.fr/ark:/12148/cb12709198n#about|Daniele Manin|1804|Homme politique, diplomate. - Juriste
84|http://data.bnf.fr/ark:/12148/cb12030719d#about|Pietro Kandler|1804|Archéologue, juriste et historien ; a porté ses recherches sur les sources de l'histoire de l'Istrie au Moyen-Age
85|http://data.bnf.fr/ark:/12148/cb16252915c#about|Pierre Dullin|1804|Avocat puis magistrat. - Conseiller à la Cour d'appel de Chambéry (1848). - Président des Assises de Chambéry (1860-1867), a présidé à partir de 1867 une des Chambres de la Cour d'appel de Chambéry. - Président de l'Institution des orphelines et de la Providence de Chambéry. - Docteur en droit (Turin, 1826)
86|http://data.bnf.fr/ark:/12148/cb16449995p#about|Thomas James Arnold|1804|Juriste et traducteur
87|http://data.bnf.fr/ark:/12148/cb150588330#about|Justinus Jacob Leonard van der Brugghen|1804|Homme d'Etat, juriste
88|http://data.bnf.fr/ark:/12148/cb123277182#about|Edward Chitty|1804|Juriste
89|http://data.bnf.fr/ark:/12148/cb12564823c#about|Pierre-Claude-Jean-Baptiste Bravard-Veyrières|1804|Avocat. - Fut professeur de droit commercial. - Fut député du Puy-de-Dôme à la Constituante, et élu à l'Assemblée nationale
90|http://data.bnf.fr/ark:/12148/cb12424650q#about|Thomas Edlyne Tomlins|1804|Juriste
91|http://data.bnf.fr/ark:/12148/cb106046971#about|Ernst Friedrich Leopold|1804|Docteur en droit et licencié en théologie
92|http://data.bnf.fr/ark:/12148/cb123272714#about|John Appleton|1804|Juriste américain
93|http://data.bnf.fr/ark:/12148/cb12171046m#about|Ambroise Clément|1805|"Économiste. - Secrétaire de la mairie de Saint-Étienne. - Directeur du ""Dictionnaire de l'économie politique"""
94|http://data.bnf.fr/ark:/12148/cb123153486#about|Jean-Jacques Rapet|1805|Économiste et pédagogue. - Directeur de l'École normale de Périgueux (à partir de 1833). - Inspecteur général de l'enseignement primaire (1861)
95|http://data.bnf.fr/ark:/12148/cb12735924z#about|Friedrich Bülau|1805|Historien et économiste. - Professeur à l'Université de Leipzig
96|http://data.bnf.fr/ark:/12148/cb122785863#about|Johann Karl Rodbertus|1805|Économiste. - Spécialiste de l'économie ouvrière
97|http://data.bnf.fr/ark:/12148/cb12426933f#about|Hippolyte Vannier|1805|Mathématicien. - Économiste. - Professeur à l'École supérieure du commerce, Paris. - Prénoms complets : Jean Pierre Hippolyte
98|http://data.bnf.fr/ark:/12148/cb10520419z#about|Jean-Martial Bineau|1805|Ancien élève de l'École polytechnique et de l'École des mines. - Homme politique et économiste. - Député d'Angers (1841-1851), ministre des travaux publics, puis des finances
99|http://data.bnf.fr/ark:/12148/cb134890917#about|Bernard-Benoît Remacle|1805|Économiste. - Docteur en droit (Aix, 1824). - Maire d'Arles (en 1850). - Préfet du Tarn (en 1854)
100|http://data.bnf.fr/ark:/12148/cb12171079k#about|Ferdinand-Charles-Philippe d' Esterno|1805|Attaché d'ambassade à Dresde. - Remercié en 1830, il s'occupa d'agriculture. - Secrétaire de la Société d'économie politique (Société des économistes)
101|http://data.bnf.fr/ark:/12148/cb12290926t#about|James Wilson|1805|"Economiste anglais. - Fondateur de ""The Economist"""
102|http://data.bnf.fr/ark:/12148/cb124012316#about|Edmond de Coussemaker|1805|Juriste. - Historien local. - Musicologue. - Collectionneur de manuscrits musicaux médiévaux
103|http://data.bnf.fr/ark:/12148/cb10737244v#about|Ferdinand Fischer|1805|Juriste, homme politique et journaliste
104|http://data.bnf.fr/ark:/12148/cb12090767h#about|Jean-Baptiste Nothomb|1805|Homme politique et diplomate. - Docteur en droit (Liège, 1826). - Membre du gouvernement provisoire de la Belgique puis des gouvernements suivants jusqu'en 1845. - Membre de l'Académie royale de Belgique
105|http://data.bnf.fr/ark:/12148/cb13372504s#about|Théodore Benazet|1805|Avocat à la Cour royale de Paris. - Docteur en droit (Paris, 1827). - Historien et publiciste, collaborateur au Journal des Débats (dès 1836). - Politicien. - Chevalier de la Légion d'honneur (1836)
106|http://data.bnf.fr/ark:/12148/cb15517387b#about|Benjamin-Louis Bellet|1805|"Publiciste. - Auteur de manuels de droit. - Rédacteur en chef de l'""Almanach de France"""
107|http://data.bnf.fr/ark:/12148/cb12278548j#about|Francesco Carrara|1805|Juriste. - Professeur de droit et de procédure pénale. - Romancier et poète
108|http://data.bnf.fr/ark:/12148/cb13210522t#about|Louis Frémy|1805|Avocat (1829). - Homme politique. - Maire de Saint-Fargeau (1831-), conseiller général de l'Yonne (1848-), député de l'Yonne (1849-1851, 1865-1869). - Conseiller d'État (1852). - A été gouverneur du Crédit foncier (1857). - Licencié en droit
109|http://data.bnf.fr/ark:/12148/cb12498700v#about|Gervais Charpentier|1805|"Libraire-éditeur. - Natif de Paris, fils d'un lieutenant de voltigeurs de la Garde impériale. Commis à 17 ans chez les libraires parisiens Jacques-Frédéric Lecointe et Étienne Durey, puis chez Pierre-François Ladvocat. Ouvre sa première boutique dès 1827 sans brevet de libraire. En 1828-1829, il exploite un cabinet de lecture avec le libraire ""Rousselle"" (peut-être François-Régis Roussel ?). Rachète en déc. 1829 la librairie de détail de P.- F. Ladvocat et exerce sous l'appellation ""ancienne librairie Ladvocat"". Fait faillite en sept. 1830 (la faillite sera annulée en 1831). En 1833 il cesse d'exercer la librairie pour devenir seulement éditeur. Lance en 1838 la ""Bibliothèque Charpentier"", collection d'ouvrages dans un nouveau format in-18 sur grand papier anglais jésus dit ""format Charpentier"", en divisant par quatre le prix du livre afin de faire pièce aux contrefaçons belges. Le premier titre, ""La Physiologie du goût"" de Brillat-Savarin, paraît en août 1838, suivi bientôt de ""La Physiologie du mariage"" d'Honoré de Balzac ; en 1842, plusieurs centaines de volumes sont déjà recensés dans la collection. S'associe à Henri Delloye pour éditer un choix d'œuvres de Balzac. Publie aussi notamment Alfred de Musset, Charles Nodier, Théophile Gautier, André Chénier. N'est breveté libraire que le 3 mai 1852. Fonde en 1858 le périodique ""Le Magasin de librairie"", devenu par la suite ""Revue nationale"" d'esprit libéral. Publie, parfois sous le pseudonyme de Georges Bernard, des brochures sur le droit d'auteur, dont ""De la prétendue propriété littéraire et artistique"" en 1861. Fonde en août 1869 une société en nom collectif ""Charpentier et compagnie"". Décédé à Paris en juillet 1871 ; dit alors âgé de 66 ans. La maison sera reprise par son fils Georges (-Auguste) Charpentier (1846-1905), de façon effective à partir de 1872"
110|http://data.bnf.fr/ark:/12148/cb13476197n#about|Charles James Gale|1805|Juriste
111|http://data.bnf.fr/ark:/12148/cb16734709t#about|Auguste Valette|1805|Avocat. - Professeur à la Faculté de droit de paris
112|http://data.bnf.fr/ark:/12148/cb12446936w#about|David Dudley Field|1805|Juriste
113|http://data.bnf.fr/ark:/12148/cb15965661q#about|Victor Dupont|1805|Juriste
114|http://data.bnf.fr/ark:/12148/cb14619476g#about|Sarah Dwight Woolsey|1805|Soeur du juriste et écrivain Theodore Dwight Woolsey (1801-1889)
115|http://data.bnf.fr/ark:/12148/cb13198975x#about|Jean-Louis Le Hir|1806|Docteur en droit. - Economiste, jurisconsulte et avocat. - A pour pseudonyme L. Le Léonais
116|http://data.bnf.fr/ark:/12148/cb11911744v#about|Frédéric Le Play|1806|Polytechnicien, inspecteur général des Mines, directeur scientifique de l'expédition du comte Nicolas Demidoff en Russie du Sud et en Crimée. - Économiste et réformateur social. - Conseiller d'état et sénateur
117|http://data.bnf.fr/ark:/12148/cb124628095#about|Paul Coq|1806|Avocat. - Journaliste. - Économiste. - Professeur d'économie politique (1876)
118|http://data.bnf.fr/ark:/12148/cb11916111f#about|John Stuart Mill|1806|Philosophe et économiste
119|http://data.bnf.fr/ark:/12148/cb12171043k#about|Michel Chevalier|1806|"Économiste et homme politique. - Polytechnicien, ingénieur des Mines, directeur du journal ""Le Globe"" (1831), collaborateur à la ""Revue des deux mondes"", titulaire de la chaire d'économie politique du Collège de France (1840-1879). - Membre de l'Académie des sciences morales et politiques et sénateur. - Frère de Martial Chevalier (1816-1892)"
120|http://data.bnf.fr/ark:/12148/cb11911939t#about|Jules Lechevalier Saint-André|1806|Publiciste et économiste. - Défenseur du saint-simonisme. - Secrétaire de la Commission coloniale
121|http://data.bnf.fr/ark:/12148/cb11894554t#about|Henri Burgaud Des Marets|1806|Docteur en droit. - Etudia les langues anciennes et modernes. - Réunit une importante bibliothèque patoise
